 	il	lupo	non	cammina	mai	nemmeno	con	la	volpe	</S>
o	0.93108766	0.0328060433	0.001345423306	0.002682905912	0.002640735781	0.001339190542	0.001698930245	0.0011356700628	0.001228743604	0.0240346564384
l	0.771401952	0.2076049466	0.01085615671	0.0024393754972	0.0020550332622	0.00162925324962	0.000501894466171	0.000410067018273	0.000273496990522	0.00282775038641
ì	0.30117927446	0.102362404	0.064195179976	0.360625737	0.056565874468	0.0496562281344	0.0086133251382	0.0056388621366	0.031673040852	0.0194899696264
k	0.1207409712	0.693254734	0.08340010506	0.03880875546	0.007347855732	0.0210461636436	0.0020686203468	0.003782056413	0.0024987645118	0.0270520963746
o	0.495770964	0.3050381182	0.12993000268	0.0217351416	0.003088174006	0.0265071002814	0.0012770666736	0.001780121018	0.0024624312696	0.0124107519932
e	0.03073043612	0.374442354	0.48535455	0.07633083214	0.0234505975	0.006692483174	0.001326936362	0.0003546998874	0.0004216199468	0.000895474966
n	0.00411829692	0.054876544	0.512767266	0.3492965848	0.0275229112	0.0066304239002	0.0017912907821	0.00258617382324	0.0024978542214	0.0379124960392
p	0.00244864362	0.00709201974	0.0653970984	0.788227528	0.014704061	0.01502832305	0.007980285836	0.004472995976	0.028739981516	0.0659091127858
r	0.0906274876	0.1159339434	0.0667051568	0.431586856	0.08787819528	0.028960313	0.02568644288	0.01019258766	0.0180417928	0.12438735951
a	0.15047141986	0.18019193588	0.08401442634	0.267311016	0.05549184398	0.04243773046	0.0281246518	0.03826556872	0.03103051396	0.12266091976
t	0.005341406622	0.00691889082	0.0546795766	0.571922956	0.2397940644	0.05231920826	0.028510290768	0.00946135031	0.00615930896	0.024892967766
ì	0.0113797905572	0.0152182792	0.0526741942	0.526605144	0.113631398	0.1366173268	0.02481105232	0.01707240812	0.030225824	0.071764507612
m	0.001536815132	0.01721008894	0.04354202102	0.2800292714	0.252372612	0.3101115574	0.0429302096	0.0129334938	0.01311919708	0.02621470072
à	0.0125584396016	0.012273001056	0.05408853074	0.506199642	0.1210309328	0.2362474362	0.01266581628	0.00241575652	0.015513533844	0.0270068206
i	0.00220213723012	0.00846693543	0.01807628348	0.0734472376	0.2967566664	0.423957422	0.0986047156	0.01443414572	0.00403627362	0.06001819962
n	0.00057652446758	0.0010165783458	0.00298711303	0.04203409268	0.39958496	0.25847125	0.18024708	0.0724498816	0.01900947208	0.0236231877
e	0.00319878847694	0.0027830677108	0.004460846974	0.0341936682	0.11263340114	0.241554907	0.29041376	0.07948250006	0.112230044	0.11904894297
m	0.0021347355945	0.000300393805	0.00085106158	0.00313130246	0.132367883	0.26578786346	0.339707708	0.20129649	0.0340536931	0.02036895474
m	0.0124810595165	0.0026387174494	0.003742352202	0.011852071112	0.0396449838	0.27765456012	0.355481156	0.114954733	0.090056858	0.091493537508
è	0.0077389958642	0.015251109354	0.01055917704	0.0320614122	0.0685337087	0.2550894652	0.291146186	0.0953516996	0.0284716814	0.19579655612
n	0.0290569993812	0.0184061950786	0.0118601848608	0.013513771568	0.051827419	0.33085355078	0.2059231246	0.1996127252	0.076580504	0.0623654712
o	0.0653382691938	0.0477735312704	0.031465571638	0.0145895790384	0.0517156549	0.1899830578	0.22681945	0.2137699966	0.086355859	0.0721891
m	0.00551164911788	0.00044491712732	0.0005128744877	0.0016026011852	0.014997350808	0.087288567278	0.2659911314	0.420368092	0.1404086716	0.0628742522
i	0.0109764684076	0.00205677311134	0.00345065343432	0.00426238080116	0.0141318886	0.10172454952	0.1623299688	0.309642308	0.283215347	0.108209702108
n	0.00592943903489	0.00043980300572	0.0006429179048	0.00141161779388	0.007486548564	0.047179859168	0.12184829714	0.4114528354	0.3195321538	0.08407635
a	0.00215634352676	0.00205238472996	0.00161199012636	0.003324087547	0.0027724537554	0.027926400934	0.0721132332	0.3261743832	0.4626192288	0.09924945145
l	0.00142547024844	0.00022621534466	0.0003028936716	0.00146766898734	0.002673072302	0.0052947875804	0.05087463216	0.3367226036	0.4815336676	0.1194788932
i	0.00222323387	0.00267741516783	0.0019092417755	0.00543140084153	0.002608358654	0.0153005070268	0.03233508558	0.2710246874	0.543785208	0.1227048874
p	0.00203640360903	0.00046390154924	0.00063537626595	0.00180965628206	0.0025366765964	0.0121782814992	0.02673155214	0.2299165868	0.4565249816	0.2671664594
ù	0.00425056813717	0.00091402276654	0.00115764285937	0.00255139022244	0.00177997567334	0.0101243196606	0.01436417382	0.1173802574	0.59525125	0.2522263754
n	3.12362444985e-05	0.000258743251906	0.00023394693249	0.00181604365942	0.0213289438632	0.015075363864	0.02650605926	0.0974757262	0.581590288	0.2556837888
a	0.00304927193165	0.00127522739611	0.00152056232642	0.00345417883839	0.0023844235248	0.00764973490794	0.01333748603	0.0344262766	0.712240106	0.22066272
</S>	0.00145889659764	0.000209576931826	0.0003131340232	0.00092143584048	0.002239983256	0.001613502354	0.008513963508	0.03009167368	0.348597552	0.606040342
