 	vuole	andare	a	Lecce	</S>
i	0.769147864	0.0166008204	0.054744052734	0.017172148608	0.142335042986
t	0.88714394	0.1036899012	0.0022683095378	0.00229004674	0.0046076605226
è	0.4228310814	0.16998963106	0.05118668	0.22844968012	0.127542916025
l	0.801338712	0.1879041146	0.0051267615446	0.0023554073928	0.003274988226
i	0.519594774	0.4013426628	0.00734433002	0.02022565648	0.051492528276
n	0.0288639838	0.905709052	0.0375905506	0.0198408449	0.00799561464
a	0.020313224278	0.588058658	0.176763986	0.0736035408	0.141260507004
p	0.023161782196	0.612720736	0.290659014	0.0256608452	0.04779755736
à	0.0255620763736	0.1816510552	0.348042526	0.246902488	0.197841760708
i	0.022334223606	0.255059606	0.57403892	0.0722168848	0.076350196
L	0.00620070451128	0.05231900866	0.612863266	0.2454425892	0.0831744729
u	0.0013982871246	0.0052507488	0.3462363298	0.44189215902	0.20522255276
p	0.13716422777	0.04170142594	0.2922935548	0.4323776474	0.0964633085
p	0.0028517903808	0.011255841494	0.2860627726	0.50842065056	0.191408773034
ì	0.155207948683	0.0477592471812	0.2633651708	0.2932596518	0.240408064602
u	0.146442405286	0.019964155512	0.0658197788	0.578485268	0.1892883088
n	0.0185088354601	0.0181490126108	0.11048285682	0.511279298	0.341579978
a	0.0061849266835	0.015510131887	0.10555839564	0.5407892872	0.33195726556
</S>	0.0324001324381	0.0217202525224	0.03147333272	0.1732576506	0.741148712
