 	non	aveva	da	stare	</S>
a37	0.011656547915	0.0241355369	0.176226175	0.31290002	0.475081715
a38	0.0159835521383	0.0329127363	0.0976500283333	0.246012053333	0.607441638333
a24	0.00967563451943	0.02019846421	0.0495766458778	0.206571034444	0.713978222778
a8	0.00881070947981	0.01003721118	0.0236974297259	0.195560854815	0.761893784259
a17	0.0126064378266	0.00940794472667	0.0194677375753	0.206907454938	0.751610408086
a31	0.00842665400887	0.00891263690889	0.0909486488584	0.263970448313	0.627741609362
a20	0.00308282022962	0.0060654299963	0.111215862286	0.289505992771	0.590129913121
a8	0.00127520284654	0.00225394867877	0.0411050641953	0.249515290924	0.70585050104
a31	0.000542110330847	0.00191241567959	0.103553895498	0.302454673641	0.591536897013
a20	0.000203195043716	0.0016907494837	0.123130146466	0.332376614547	0.542599299004
a31	7.39336343387e-05	0.0011934649184	0.143326703455	0.329793621516	0.525612283001
a8	2.84977114162e-05	0.00102315677522	0.149800921952	0.339786233839	0.509361177667
a31	1.22649124421e-05	0.00057473459416	0.103160601451	0.348867837946	0.547384549222
</S>	1.02324067211e-05	0.00063757304708	0.130551940725	0.380124218973	0.488676034611
