 	mi	sono	vestito	</S>
a39	0.000141329325	0.0165944797	0.9829059	0.0003582754815
a11	0.000100822453667	0.00619835028333	0.993560266667	0.0001405442155
a13	6.64807065557e-05	0.00252385464444	0.997316322222	9.33533558333e-05
a18	7.29042241852e-05	0.00124099679148	0.998471940741	0.000214170158611
a31	5.43606323951e-05	0.000774501853827	0.998939856914	0.000231318275537
a37	4.40348997984e-05	0.000550363421276	0.998994205638	0.000411456124512
a15	5.20444875995e-05	0.000302159457092	0.997132545213	0.00251327357484
a31	0.000261947516866	0.00113609751236	0.995620325071	0.00298162788161
a46	0.000316418471455	0.00137703683945	0.993022918357	0.00528365598387
a31	0.000121712901318	0.000674189048483	0.992984806119	0.00621935107129
a20	5.52321165527e-05	0.000430179941494	0.980342755373	0.0191718794338
a31	2.07275096309e-05	0.000213644299165	0.975714205124	0.0240514705446
</S>	1.37351343155e-05	0.000209340189583	0.986521952562	0.0132550328723
