 	voglio	che	Maria	viene	domani	</S>
a33	0.000132663504844	0.0004000279786	0.001909801305	0.0001519882695	0.997074285	0.000331247415
a31	0.000132658457189	0.000399960426562	0.00187759109136	0.000149823309153	0.997240961667	0.000198992817
a11	4.42365443035e-05	0.000133369481586	0.000626508149113	5.17843855377e-05	0.999017220556	0.000126845297667
a31	1.47625719042e-05	4.45058181954e-05	0.000209472008171	1.91132796392e-05	0.999583840185	0.000128257482556
a18	4.95489961246e-06	1.49190235285e-05	7.05731102907e-05	8.89825183973e-06	0.999594713395	0.000305882460852
a31	1.68567529103e-06	5.05675666565e-06	2.42726393506e-05	5.50525314658e-06	0.999594204465	0.000369254956951
a42	5.92173055883e-07	1.75623241137e-06	8.61316413727e-06	2.81563848219e-06	0.999403381488	0.00058284790565
a37	2.40278758628e-07	6.8576257879e-07	3.56766719576e-06	2.06910349406e-06	0.996295173829	0.00369827256855
a31	9.271235713e-08	2.5835668245e-07	1.37418025359e-06	1.17599216469e-06	0.99563614461	0.00436096942285
a20	3.92304296631e-07	6.80120542003e-07	1.61271302286e-06	9.85709121563e-07	0.860555501537	0.139440856041
a31	4.92511253977e-07	8.22282982001e-07	1.84914408762e-06	1.94902570719e-06	0.815499157179	0.184495749537
a8	1.91502083092e-07	3.27743385334e-07	1.04241729254e-06	2.00768425573e-06	0.672396412393	0.327600004036
</S>	1.36215456546e-07	2.41892177667e-07	9.1062452127e-07	1.17315540786e-06	0.437134111196	0.562863402018
