 	la	macchina	vuole	riparata	dal	meccanico	</S>
a31	7.3256884e-08	6.8393736e-07	3.26686313e-05	0.00142729596	0.4141433865	0.583849435	0.000546431397
a33	2.6343394874e-05	3.638620996e-05	8.15905059667e-05	0.00053604066	0.153153730567	0.845123011667	0.001042854497
a31	3.50867151608e-05	4.82061649295e-05	9.70214468296e-05	0.0002267889952	0.0589626749223	0.939439070556	0.001191159449
a41	1.26554568564e-05	1.77171180194e-05	3.60349841172e-05	8.05991516e-05	0.0271692022474	0.970410890185	0.00227295596633
a18	5.58904508547e-06	8.30672117313e-06	1.75551581724e-05	3.37296233667e-05	0.0092184385758	0.985448920062	0.00526749945544
a11	3.73172309516e-06	6.20502379104e-06	1.50883908575e-05	2.27471192889e-05	0.0032498018186	0.987872330021	0.00883013648515
a17	9.68408323172e-06	1.5183736597e-05	3.45050439525e-05	3.31728974296e-05	0.00134881717953	0.98717484334	0.0113838261617
a11	0.000326059939744	0.000368475471199	0.000821377103317	0.00055738440681	0.00203959549318	0.970129314447	0.0257578020539
a31	0.000427894825248	0.000490108798733	0.00115511610777	0.0010914453356	0.00625776943106	0.963090338149	0.0274873403513
a21	0.000151155610749	0.000184024128911	0.00049119563759	0.000751576391867	0.00648718871035	0.972353812716	0.0195810634504
a31	5.56651841063e-05	6.86269122703e-05	0.000187563071863	0.000373741303956	0.00610695747012	0.977035537572	0.0161719082168
a15	1.89153414254e-05	2.41758260901e-05	7.45876123877e-05	0.000237304252185	0.00585880071671	0.966045745857	0.0277404478056
a31	6.59921965847e-06	8.95087733003e-06	3.47256395626e-05	0.000194627908262	0.00748546446557	0.960730415286	0.0315392260019
a11	2.27065639949e-06	3.55110649668e-06	2.07307879542e-05	0.000179441015187	0.00804247351519	0.962571651762	0.029179899734
a31	8.87661013163e-07	2.25041055223e-06	2.21021817514e-05	0.000183945770829	0.00708795153173	0.964189320587	0.0285135521113
a11	4.07597960388e-07	1.78256163874e-06	2.24538294851e-05	0.0001851593846	0.00674857110058	0.950500430196	0.0425411952371
a46	1.40914686796e-07	6.0720253158e-07	7.54217156637e-06	6.21515019133e-05	0.00246498007686	0.891382743399	0.106081828412
a31	2.07998132932e-07	1.14966627453e-06	1.25983323588e-05	7.40173933611e-05	0.00312024047895	0.901564871133	0.0952269386373
</S>	3.43389781466e-07	1.98901158726e-06	2.13943561794e-05	0.000116717686681	0.00487882223948	0.946234870567	0.0487458980686
