 	siete	cucinato	</S>
a20	0.337629	0.638139425	0.0242315945
a31	0.484235623333	0.502234791667	0.013529612
a18	0.481101301111	0.508606630556	0.0102921085
a21	0.34658577037	0.641198256852	0.0122160271667
a37	0.25397561679	0.730338665617	0.0156857463889
a21	0.198150622263	0.777585188539	0.0242641891296
a31	0.244335674088	0.733431662846	0.0222326829099
a18	0.232949918029	0.745639970949	0.0214101608366
a31	0.264271032676	0.714186240316	0.0215427574789
</S>	0.359247416338	0.627403270158	0.0133493215394
