 	ho	cosa	a	fare	</S>
a23	0.0188852743205	0.02688642481	0.19372647	0.43021649	0.33028535
a17	0.0221089501068	0.0330766689367	0.22282031	0.473140373333	0.24885368
a31	0.0105953385929	0.0172543618696	0.140318883	0.608087481111	0.223743906667
a8	0.00431416302157	0.0070737544139	0.069142216	0.673174363704	0.246295482222
a31	0.00222043513146	0.00368013382715	0.045318017	0.717097914568	0.231683482407
a13	0.000744369288757	0.00123798006656	0.017921803	0.695935618189	0.284160202469
a24	0.000252482329432	0.000424494257553	0.00723679193333	0.59385127273	0.398234924156
a31	8.43251713923e-05	0.000142558805251	0.00564839157778	0.687345957577	0.306778721385
a13	3.50369725324e-05	5.28572827837e-05	0.00482834430926	0.582146972526	0.412936750462
a31	1.86923731975e-05	2.39669137612e-05	0.00567718388642	0.524306610842	0.469973536821
a18	6.65781851917e-06	9.67412296707e-06	0.00587902087181	0.470209645614	0.523895012274
a0	2.55957013639e-06	3.46352963036e-06	0.0019741217556	0.211018843871	0.787001037425
a39	9.30988775463e-07	1.25552338812e-06	0.000674170905867	0.129282734624	0.870040925808
</S>	5.41763687732e-07	7.2784031906e-07	0.000352788600933	0.109523817312	0.890122132904
