 	sta	e	dorme	nel	letto	</S>
a33	0.34241739275	0.135369984	0.00836219675	0.03251162365	0.00930166555	0.472037153
a31	0.340299796432	0.129974410418	0.00653765324533	0.01372367915	0.00455398348333	0.504910466333
a37	0.140815250993	0.0678517872237	0.00541234207711	0.0127111652167	0.00389417469444	0.769315282111
a31	0.0743196959689	0.0471348695469	0.00503314997437	0.0123719470722	0.00377198766481	0.857368364037
a13	0.0266164202942	0.018480592988	0.00225635957346	0.00745335212407	0.00325108488827	0.941942201346
a20	0.0180372840981	0.013316900996	0.00190773722449	0.00781199880802	0.00265977066276	0.956266323782
a24	0.0189373900327	0.0107528731987	0.00125434649616	0.00573948333601	0.00193658836425	0.961379341261
a28	0.259668977344	0.0485441879329	0.00127001208672	0.003194684412	0.00092453274475	0.686397633754
a31	0.335016416115	0.0612525619776	0.00127033570224	0.003206167704	0.00085306922825	0.598401464585
a35	0.152186685705	0.0297251566592	0.00063691852408	0.00315343330133	0.00100784207608	0.813289971528
a18	0.144258895235	0.0287773488864	0.000561133374693	0.00282197786711	0.000827529958693	0.822753107176
a31	0.102740374278	0.0232988090288	0.000384788513231	0.0033943317557	0.0010328708529	0.869148789059
a13	0.038709818626	0.0106762801763	0.000176737085077	0.0028637799519	0.00104382947763	0.946529526353
a39	0.024372671542	0.0065850025921	9.91948726923e-05	0.0015823496173	0.000650208305877	0.966710585451
a31	0.0177048733807	0.00672196106403	9.58749915641e-05	0.00241186380577	0.000898502521959	0.972166928484
a21	0.0078640530269	0.00469552833801	7.6484201688e-05	0.00238888735192	0.000954589283986	0.984020456161
a31	0.0148137650423	0.010970905996	0.000215452773063	0.00345830930064	0.001148554638	0.96939299872
</S>	0.0252146790212	0.019358013998	0.000385226236532	0.00556475615032	0.001645884219	0.94783139936
