 	prima	di	andare	alla	scuola	</S>
a7	0.00011976596435	0.0003973205559	0.00380891382	0.00814406465	0.9748065	0.01272352665
a11	0.000120363192983	0.000399506119633	0.0037599667	0.00356780265	0.985328033333	0.00682435885
a43	4.6775457861e-05	0.000156481085878	0.00167142762667	0.00176508445	0.992202677778	0.00415754888333
a20	2.74596336203e-05	8.68512869593e-05	0.000939214575557	0.00094123794	0.994087059259	0.00391819202778
a31	1.58413843068e-05	4.70042649864e-05	0.000586357525186	0.00112231753667	0.994783519753	0.00344497244259
a20	1.73535982023e-05	3.60189749955e-05	0.000415190218395	0.00116090254556	0.991889729918	0.0064808569142
a31	1.87478444008e-05	3.83784316652e-05	0.0010552020828	0.00275010331519	0.988165343306	0.00797230050473
a20	8.87925836693e-06	2.30977555551e-05	0.00122897510193	0.00332464727173	0.973477567769	0.0219368663682
a31	7.50732235564e-06	2.94113508517e-05	0.00248912670831	0.00612903049058	0.96223464259	0.0291102467894
a20	5.96455632521e-06	3.03144619872e-05	0.00290384043677	0.00705795841686	0.935155424197	0.0548464615965
a31	9.15654098174e-06	4.10795156991e-05	0.00229676001292	0.00736139805895	0.920490108066	0.0698014771988
</S>	1.52982479909e-05	6.69517278496e-05	0.00314060900646	0.0109891025295	0.935845754033	0.0499422485994
