 	stava	ancora	cucinando	</S>
a8	0.00358731428	0.205324908	0.7009997	0.090088083
a46	0.00510002922667	0.0742559904667	0.805298986667	0.115345011
a24	0.00335830756222	0.0275048778889	0.821708382222	0.147428473667
a37	0.00153512987407	0.010903967363	0.805867574074	0.181693381222
a20	0.00115935280136	0.006425721821	0.794599938025	0.197815007074
a31	0.00440393644379	0.031690410507	0.807730689342	0.156174951025
a37	0.00530000768793	0.0396060366023	0.837207973114	0.117885952342
a31	0.00268424463598	0.0499561086341	0.846448437705	0.100911184781
a20	0.00174849649033	0.052820164378	0.825804912568	0.119626428927
a31	0.00086189972511	0.040154789626	0.834795837523	0.124187486309
a6	0.000561654490503	0.035769101442	0.808903139174	0.154766122103
a31	0.000330243552301	0.025665908714	0.810959869725	0.163044000701
a20	0.000252907294247	0.0223013916213	0.788749533242	0.1886961869
a46	8.44766660457e-05	0.00756883813043	0.692744911081	0.299601785633
a31	9.22160798319e-05	0.00727277791681	0.773723913694	0.218911076211
</S>	0.000142101704916	0.0106563384584	0.863337521847	0.125863994606
