 	e	che	cucino	</S>
a31	4.96456985e-06	0.002171142235	0.97300098	0.0248229575
a24	1.77354693833e-06	0.000772439175667	0.962670146667	0.0365556875
a31	5.9902688661e-07	0.000270986725556	0.943585648889	0.0561427981667
a11	3.92649867703e-07	0.000114971030185	0.800919016296	0.198965628389
a46	3.91168370923e-06	8.9029605395e-05	0.464280002099	0.535627052796
a41	8.45807656974e-06	9.40335171317e-05	0.2004504007	0.799447070932
a20	2.48657405232e-05	0.000132715704377	0.102206991567	0.897635400311
a36	9.58266221744e-05	0.000442386284792	0.0810853218557	0.918376463437
a31	0.000143080617391	0.00191185922826	0.297673410619	0.700271661146
a46	8.99928204637e-05	0.00207365799109	0.33921349554	0.658622873715
</S>	4.53211772319e-05	0.00104056511805	0.17429803577	0.824616086857
