 	la	pasta	vuole	sale	</S>
a8	0.07098598044	0.0609197041	0.46701007	0.25404913	0.1470351025
a31	0.0709691825216	0.0606704558212	0.294049619333	0.469260076667	0.1050506915
a28	0.0241425971488	0.021025534395	0.129278688111	0.702262438889	0.123290752833
a20	0.00891828291627	0.00826902393167	0.066042077037	0.703236216296	0.213534390944
a31	0.0033573347555	0.00321545292387	0.0307728614457	0.778802752099	0.183851599315
a11	0.00113836612391	0.00108883959794	0.0120267768486	0.720172447366	0.265573575438
a18	0.00042083403797	0.00039202683498	0.0044588551262	0.428700099122	0.566028168479
a15	0.00026011643399	0.000181822557327	0.00183858269873	0.238393149707	0.75932631616
a31	0.00019054263133	0.000115865001109	0.00379100164624	0.404056423236	0.591846175387
a20	8.01863954433e-05	5.8134992703e-05	0.00422683924708	0.436641857745	0.558992998462
a6	4.40086158144e-05	2.56785232343e-05	0.00148862700736	0.191688719248	0.806753006154
a20	4.68921309381e-05	2.52035914114e-05	0.000766402895787	0.115204847749	0.883956688718
a21	7.50439603127e-05	4.06885864705e-05	0.000791190581929	0.0966784572497	0.902414629573
a20	9.02967601042e-05	5.05800364902e-05	0.000935666343976	0.0927333757499	0.906190076524
a0	9.99646400347e-05	5.78366521634e-05	0.00113652881466	0.09584152525	0.902864158841
a31	0.00174034315668	0.000966047317388	0.00868205243822	0.160981008417	0.82763056628
a39	0.00225081562123	0.001247360331	0.0107983328294	0.177097479472	0.808606022093
a31	0.000803208042743	0.000449143340867	0.0049318461598	0.160831753157	0.832984094031
a35	0.000318606333281	0.000181959784076	0.0029213331076	0.150089331052	0.84648879801
</S>	0.00015948674519	9.1110739718e-05	0.0014801963353	0.110055350526	0.888213849005
