 	l	ho	sentito	che	veniva	</S>
a41	0.00027957474065	0.000776967045	0.00109526815	0.027278466	0.95233589	0.0182338678
a31	0.000278157600087	0.00076350543707	0.00102818662433	0.0140420328647	0.968097723333	0.0157904238
a24	9.27262540237e-05	0.00025455692018	0.000343003576343	0.00475921833957	0.957025484444	0.0375250226
a15	4.13956864652e-05	0.000114142599147	0.000157521706014	0.00217149466652	0.888942261481	0.1085732162
a28	0.000333929093155	0.000864760339716	0.00104870078867	0.00698656025551	0.853100220494	0.137665883733
a0	0.00471535257772	0.0103062823466	0.0106619556962	0.0356732174185	0.848563430165	0.0900798245777
a31	0.00606344382591	0.0133600148822	0.0139305685654	0.0490204788062	0.857545000055	0.0600805441926
a11	0.0044290565753	0.00911654239407	0.0105029841885	0.0367194526021	0.796118850018	0.143113152398
a31	0.00371660921177	0.00710218151469	0.00855756694283	0.0267984743674	0.778090553339	0.175734611799
a39	0.00129348495392	0.00250887635156	0.00311898046761	0.0128032321558	0.59888842978	0.3813869816
a20	0.000463052297307	0.00088456927152	0.00110405248254	0.00449255317193	0.248176901927	0.744878863867
</S>	0.000241860822654	0.00045870667226	0.00057069482127	0.00232530446596	0.151416600964	0.844986811934
