 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
a31	9.4018676695e-09	2.0665889815e-07	6.204764247e-08	1.033164973e-06	2.02203663e-07	1.615399165e-06	0.000328796065	0.9982816	0.0013819605866	4.5221487316e-06
a24	1.91262332232e-08	4.7717296605e-07	1.3927228749e-07	1.972836791e-06	2.19450932e-07	8.75600908333e-07	0.000126002843667	0.990379766667	0.00944629712887	4.42836802439e-05
a31	1.63379331311e-08	4.4845886735e-07	1.39986018497e-07	2.66264946367e-06	9.6993839e-08	3.90313995778e-07	4.8441591889e-05	0.951564388889	0.0482602287096	0.000123232068081
a13	3.78029021043e-06	1.87006903478e-05	3.4640150155e-06	8.45667802122e-06	1.912836307e-06	1.20434973483e-05	9.8200015963e-05	0.83252077963	0.164590566237	0.00274212554269
a18	6.73787807014e-06	3.39096291159e-05	5.93532747183e-06	1.21092903404e-05	3.383741469e-06	2.28040007828e-05	0.000182143328654	0.755166686543	0.239124138746	0.0054421539809
a20	6.72349135671e-06	3.3968294372e-05	5.21874629061e-06	1.02485647801e-05	3.211713123e-06	2.55019809276e-05	0.000224671686218	0.764021048848	0.229662082915	0.0060073044603
a31	5.01977024724e-06	2.49590787907e-05	3.66154274687e-06	8.23353969337e-06	2.305073121e-06	1.96262220592e-05	0.000174525140739	0.734714649616	0.260423230972	0.00462376418677
a37	6.64101121075e-06	3.61420912636e-05	5.14921123229e-06	1.18176339978e-05	2.122051187e-06	2.55908311031e-05	0.00017778326558	0.684066873205	0.309573420324	0.00609443276226
a31	7.18031579358e-06	3.98928342212e-05	5.66905969076e-06	1.38973181993e-05	2.053469639e-06	2.75374982477e-05	0.000177879500527	0.694425174402	0.298744423441	0.00655628963742
a11	1.73175229879e-05	7.92529218737e-05	9.33723217692e-06	2.12210995998e-05	2.719305123e-06	6.35728329626e-05	0.000289302232176	0.668007218134	0.322012387814	0.00949770826247
a31	2.06958869466e-05	9.24237041012e-05	1.0611252409e-05	2.56108905333e-05	2.93752853767e-06	7.55681372242e-05	0.000326360167059	0.689227169378	0.299834075938	0.0103845871742
a11	2.89611902662e-05	0.000126891394844	1.45095618197e-05	3.53474541778e-05	2.63766614256e-06	7.82788419781e-05	0.00029201780202	0.642920226459	0.337264148646	0.0192370061447
a31	3.17164391357e-05	0.000138533240181	1.59499991966e-05	4.29075263926e-05	2.53739336552e-06	7.91868294527e-05	0.00028172654134	0.648102192153	0.329181760882	0.0221235368049
a11	3.18292234256e-05	0.000143507488627	1.84480433222e-05	5.83608337975e-05	1.83101630651e-06	6.25209419442e-05	0.000201757014447	0.590571337384	0.370157031627	0.0387534083583
a31	3.18682198277e-05	0.000145643827642	1.96810801074e-05	7.28810032658e-05	1.59894757684e-06	5.70049710147e-05	0.000179569429816	0.583519852461	0.371719154542	0.0442527438061
a13	2.11579842951e-05	0.000102499760647	1.86760780358e-05	9.45458764219e-05	9.72246933613e-07	3.27410763716e-05	0.000101375264939	0.52797006082	0.396048282181	0.0756097089554
a31	1.75933809084e-05	8.95624204157e-05	1.92325912786e-05	0.000116308892141	7.74870715871e-07	2.48078641072e-05	9.08199749797e-05	0.51390249694	0.399683847394	0.0860545595518
a18	8.2123091128e-06	4.92286516719e-05	1.58653350262e-05	0.000135306720714	4.38073726624e-07	1.13959276857e-05	6.22473996599e-05	0.496219001313	0.387741395798	0.115756906417
a31	5.1117501976e-06	4.0561020224e-05	1.65445060087e-05	0.000163676593571	3.60035402208e-07	7.56275089523e-06	0.000101583077887	0.489074902771	0.384898047266	0.125691630489
a10	2.18507769253e-06	2.70181060747e-05	1.41625563362e-05	0.000202390884524	2.33356267403e-07	4.20735996508e-06	0.000110111725962	0.484862838924	0.394790284422	0.119986511846
a7	1.39116783084e-06	2.44335890249e-05	1.71445661121e-05	0.000376682874841	1.72747599134e-07	2.98684532169e-06	4.47644563207e-05	0.177580165975	0.666404928141	0.155547317282
a31	1.00799057695e-06	5.6298403675e-05	2.70569950374e-05	0.00058988793828	2.48209553045e-07	6.40493344056e-06	0.000202054423107	0.357558650325	0.551433582714	0.090124824094
a20	8.0991577565e-07	6.21305075583e-05	2.94945483458e-05	0.00058848130276	2.78131041015e-07	7.06424408019e-06	0.000250800743369	0.405278625775	0.466816667571	0.126965639698
a31	8.53621375217e-07	6.14774508528e-05	2.84812511153e-05	0.000557428824253	3.81620270338e-07	8.6507932934e-06	0.000325847303456	0.402252537592	0.457092402524	0.139671882666
</S>	1.08145373761e-06	8.56187104264e-05	3.27946455576e-05	0.000605520962127	5.56298985169e-07	1.33112866467e-05	0.000524125001728	0.599852068796	0.327370321262	0.071514515483
