 	non	deve	magniare	la	sera	</S>
a20	0.054551862065	0.15441469926	0.1691634118	0.107295745	0.0835147535	0.431059487
a31	0.0545295546507	0.154254256066	0.168683054064	0.0899937883333	0.173204880167	0.359334417
a18	0.0183603076126	0.0520811551684	0.0571654859854	0.0622004921111	0.274067576722	0.536124952333
a37	0.0072186150042	0.0219476032228	0.0244155774951	0.0591452413704	0.242180935574	0.645092017444
a18	0.0099520787014	0.0418935657409	0.0373812368317	0.0461424417901	0.182373481858	0.682257172481
a31	0.0101194228005	0.045826009247	0.0386914656106	0.0859065972634	0.181823330619	0.63763312416
a13	0.00410356980017	0.0197597589157	0.0166406872035	0.0946042394211	0.188280201873	0.676611508053
a31	0.00203559236672	0.0115909759719	0.0104565437345	0.13954790014	0.211609605624	0.624759362684
a17	0.000791438181907	0.00561969384063	0.00608718488817	0.151147188847	0.207624865208	0.628729627561
</S>	0.000402719980453	0.00285163294532	0.00307899890908	0.0762358276235	0.146152547604	0.771278283781
