 	è	che	è	entrato	da	qui	</S>
a31	4.11486525e-06	1.71596913e-05	0.003697189679	0.11347194675	0.029797543	0.84027765	0.01273438215
a7	1.02957394167e-05	2.19466699667e-05	0.001346302379	0.0385135447167	0.0126831420667	0.94118595	0.00623880115
a18	0.000132684561472	0.000214697684322	0.00139002202633	0.0156416900056	0.00515932575557	0.964740516667	0.0127210267167
a31	0.000164787163839	0.000263334972533	0.00130668127204	0.00760844377853	0.00285857875186	0.974240105556	0.0135580560056
a46	0.000253984344628	0.00034855452527	0.00142758078728	0.00479581323618	0.00213960031729	0.973755811852	0.0172786974352
a31	0.000283738679953	0.00037703146294	0.00147231676176	0.00400354932206	0.00269066357243	0.972680513951	0.0184922423784
a39	0.000134569998394	0.00017097509883	0.000680952586587	0.00202702641735	0.00265679261081	0.967614671317	0.0267150296928
a28	9.17315034647e-05	0.00011031301861	0.000455239258862	0.00129740561245	0.00139341769027	0.942943290439	0.0537085798976
a31	3.99527704882e-05	5.14366552033e-05	0.000501986849621	0.00543849911082	0.00363049386342	0.947073110146	0.0432644766325
</S>	2.36672432441e-05	3.55350426017e-05	0.00071087997481	0.0100568258054	0.00626870543171	0.959919575073	0.0229847583162
