 	non	mi	aspetti	non	vengo	</S>
a33	0.0150079880522	0.05547321583	0.029659658875	0.083357405	0.78190105	0.0346006415
a31	0.0150073529161	0.05545772926	0.0295656254013	0.0572582656667	0.81849425	0.0242167365
a37	0.00500955530176	0.0185189009734	0.00992668562009	0.0271552402222	0.9162567	0.0231328805
a35	0.00169155764359	0.00627269802447	0.00347561589003	0.0129134059741	0.942526966667	0.0331197161667
a31	0.000578454388269	0.00215764590356	0.00125399261975	0.00751040955803	0.960640705556	0.0278587697222
a7	0.000193239922029	0.000720995064921	0.000421445439661	0.00422686318601	0.950452801852	0.0439846355741
a18	6.8553647543e-05	0.00025403358764	0.000150372622554	0.00182029622867	0.859280323951	0.138426396525
a24	0.000294412791848	0.00105911443021	0.000447212966851	0.00334660890956	0.797842197984	0.197010438842
a31	0.000366848622916	0.00132496255207	0.00056191291895	0.00691362913652	0.853419799328	0.137412824947
a20	0.000123723109739	0.000452787647023	0.000210443323917	0.00562500052884	0.754687116443	0.238900886982
a8	4.19315714363e-05	0.000153082491108	7.14349753723e-05	0.00210621297628	0.551800812148	0.445826515661
a31	1.46983884688e-05	5.73597638027e-05	3.41980062574e-05	0.00279224480876	0.627108960716	0.369992568554
</S>	8.2534536344e-06	3.75319504014e-05	3.21151051287e-05	0.00438386940438	0.757250430358	0.238287829277
