 	avete	cucinato	le	verdure	</S>
a31	0.00029346548	0.00074527814	0.126342385	0.735005225	0.137613605
a46	0.00427870332667	0.00245252718	0.106759128667	0.764736941667	0.121772681667
a20	0.00608287644222	0.00291377867	0.041990297989	0.782396160556	0.166616880556
a31	0.00261636960307	0.00132468505333	0.072311040763	0.792457766852	0.131290112852
a17	0.00155017632336	0.000735437837777	0.0826041404543	0.803663522284	0.111446703617
a31	0.00121588638445	0.000817307479259	0.127572213685	0.765990197428	0.104404407872
a35	0.00046908382615	0.000663057719753	0.141650309428	0.749418222476	0.107799352624
a31	0.000341640276717	0.00141099286658	0.134802478009	0.750707357492	0.112737551541
a46	0.000264207303239	0.00164753555419	0.132379965903	0.749937919164	0.115770384514
a38	9.03154090263e-05	0.000551199028897	0.0448109638677	0.773388656388	0.181158854838
a17	3.09346800221e-05	0.000184777529832	0.0154669090892	0.748596318796	0.235721034946
</S>	1.6256140111e-05	9.3335176966e-05	0.0080990532446	0.722756409398	0.269034917473
