 	io	non	so	cosa	è	da	scrivere	</S>
a48	2.80678395e-05	1.1381804e-05	4.17926875e-05	5.98425465e-06	0.00047780296	0.02096805315	0.889131675	0.08933526
a31	1.68199565781e-05	7.68625549907e-06	1.86186485834e-05	2.40007621841e-06	0.000166585176289	0.00783064562667	0.937757101667	0.0542001713333
a14	5.64190297277e-06	2.58075371409e-06	6.2246793145e-06	8.01528572547e-07	5.55744525717e-05	0.00278237791222	0.948688577222	0.0484582777778
a37	3.05885255959e-06	1.49761532003e-06	2.5863036415e-06	3.30950095516e-07	1.97481387106e-05	0.00122376403074	0.943015682407	0.0557334052593
a10	1.50457003865e-05	7.87546514001e-06	6.1078153805e-06	1.09497967184e-06	2.02392519035e-05	0.00113703947691	0.932855417469	0.0659572417531
a31	1.79038477172e-05	9.38545911767e-06	6.790276754e-06	1.28763647796e-06	1.92310948332e-05	0.000892326032303	0.935985215823	0.0630679215844
a28	0.000152219402827	8.69567187769e-05	4.60514748785e-05	2.94748824133e-05	0.000157830180476	0.000667134250768	0.842382391941	0.156477994861
a31	0.000196993122832	0.000112815989351	5.91386281925e-05	3.88708537025e-05	0.000204034260949	0.000638137210256	0.819140897314	0.179609141954
a42	0.000122037102834	6.99734312093e-05	3.80072726305e-05	6.48647454655e-05	0.000142925927773	0.000367242996752	0.712054229105	0.287140754318
a23	0.000101786063945	5.88067889031e-05	3.25927112102e-05	7.93387138218e-05	0.000128514665258	0.000236200725584	0.418886816368	0.580475968106
a8	4.7573399315e-05	2.8713789801e-05	1.57317605701e-05	4.28740566073e-05	5.97573564193e-05	0.000153105541861	0.277684255456	0.721967989369
</S>	3.71395571575e-05	2.33448299005e-05	1.27191800351e-05	3.73639733036e-05	4.63006562097e-05	0.00014653283093	0.242225652728	0.757470944685
