 	viene	fabbricato	</S>
a31	3.57442105e-06	0.99939845	0.000598049605
a24	3.19260388333e-06	0.997600283333	0.002396541185
a31	3.10361409444e-06	0.993304861111	0.00669201986167
a18	3.04054404981e-05	0.984756987037	0.0152126022872
a31	3.96176655994e-05	0.981014462346	0.0189459100957
a37	2.89299852998e-05	0.922207720782	0.0777633286986
a31	2.59296310999e-05	0.905106773594	0.0948672532329
a20	1.13776711e-05	0.663522041198	0.336466541411
a41	5.46248323333e-06	0.317887260399	0.682107247137
a31	1.15968758778e-05	0.5022574168	0.497730956046
a35	1.32246646393e-05	0.500527441933	0.499459292349
</S>	6.87155433965e-06	0.254404525466	0.745588546174
