 	ho	rotto	una	bottiglia	</S>
a31	1.4093159575e-06	0.000134641675	0.043061539	0.956791635	1.076910915e-05
a21	7.6535891575e-06	0.000112708761667	0.029387649	0.970483745	8.21948415e-06
a31	9.71631616073e-06	0.000103115084456	0.025490913	0.974389281667	6.96535058333e-06
a35	3.36223174181e-06	3.80493427187e-05	0.0205746001333	0.979376810556	7.17598372778e-06
a31	1.2441314505e-06	1.61596927062e-05	0.0154990785111	0.984475386852	8.12738424259e-06
a24	4.27466600067e-07	9.86397970207e-06	0.0205406981704	0.979439028951	1.00112150809e-05
a37	4.58645302669e-06	3.18291175674e-05	0.0217350537235	0.97819850965	3.00396656936e-05
a31	6.8628138089e-06	6.37132811891e-05	0.0188460502412	0.981037803217	4.55813318979e-05
a33	3.76194636963e-06	5.51664177297e-05	0.0156093104137	0.983159334406	0.00117242797397
a31	6.86076175654e-06	7.86131545766e-05	0.0141185331379	0.984214744802	0.00158119915132
</S>	1.09823798783e-05	0.000121498777288	0.0152327665689	0.983774072401	0.00086061491566
