 	li	vestono	i	genitori	</S>
a31	2.89099765e-06	0.000423379305	0.92085055	0.078331371	0.00039175908
a46	2.825292375e-05	0.000307795951667	0.5939757426	0.402770390333	0.00291778938
a18	4.141760125e-05	0.000183675013889	0.1990174628	0.795025830111	0.00573156712667
a35	7.04026270833e-05	0.000193410287963	0.0674496427667	0.924668176704	0.00761831820889
a15	0.000208853125694	0.000341058182654	0.0240372838222	0.963039592235	0.0123731657363
a39	0.000919016925231	0.00111027349422	0.0113762514407	0.969693464078	0.0169009572454
a31	0.00557410007508	0.0377381449647	0.12472101358	0.818817621359	0.0131491059151
a11	0.00698598645836	0.0503401871216	0.166660908527	0.76638630712	0.00962661013837
a20	0.00300549383279	0.0181670750405	0.064250529009	0.899040815707	0.0155360853795
a31	0.00484898219093	0.0283171422135	0.108195088503	0.843811928569	0.0148268451265
a39	0.00539535145698	0.0316297656778	0.123191174168	0.825971019523	0.0138126940422
a20	0.00184263298966	0.0106634765593	0.0444611597893	0.920282373174	0.0227503590141
a46	0.000628682229887	0.00359520996643	0.0165320717964	0.946430057725	0.0328139946714
a31	0.00121316853263	0.00508308037548	0.0405650533988	0.924862452575	0.0282762982238
a15	0.00140387264724	0.00556782184183	0.0484826168663	0.918068050858	0.0264776844079
a24	0.000489468050113	0.00191975646394	0.0174777986888	0.939078266953	0.0410347454693
a20	0.000184567316004	0.00070360407098	0.00723936669627	0.946018172318	0.0458542911564
a31	0.000169286056635	0.000855098673327	0.0227706783654	0.942058977439	0.0341459457188
a13	0.000164033023962	0.000905494802609	0.0287610494551	0.939572629146	0.0305968219063
a46	5.4857052846e-05	0.00030612269287	0.011708478085	0.945274459715	0.0426561386354
a14	1.84221475507e-05	0.00010575900829	0.00533089176167	0.944216039905	0.0503289192118
a20	6.26178150623e-06	3.86970959967e-05	0.00316926975389	0.944171866635	0.0526139057373
a31	6.08586299808e-06	8.28255017322e-05	0.0128946372846	0.942527788878	0.0444886725791
</S>	9.02134699904e-06	0.000145396910866	0.0233662256423	0.940595994439	0.0358833757895
