 	non	sapeva	dove	a	stare	</S>
a20	0.022076249975	0.03179268431	0.1403332985	0.376215305	0.135151045	0.2944313705
a31	0.022047860876	0.0317160047644	0.135873619952	0.355328581667	0.193140231667	0.261893677167
a37	0.00755797495302	0.0108641454492	0.047228026703	0.286815633889	0.283003317222	0.364530899056
a38	0.00347144242767	0.0048933170164	0.0228878468343	0.383186881296	0.236667012407	0.348893499685
a31	0.00190061819005	0.002611032282	0.0128478371661	0.328435397099	0.312548620802	0.341656489895
a41	0.000707847720838	0.00096098640387	0.00467397021003	0.166890009033	0.344861496934	0.481905673298
a10	0.000355456623613	0.00046819141129	0.00218649095334	0.0763305686777	0.248603865645	0.672055411099
a20	0.000256512681204	0.000305216073763	0.00118850726778	0.0325259418259	0.183233655215	0.782490137033
a9	0.000276405040401	0.000267434871254	0.000765293165927	0.0126872267086	0.130170447072	0.855833165678
</S>	0.0002853421902	0.000244451665627	0.000607536697964	0.0073352026043	0.113027731536	0.878499712839
