 	venne	scritto	</S>
a29	0.26914026	0.57601208	0.154847657
a24	0.181698639333	0.723399593333	0.094901817
a37	0.0804952937777	0.820318164444	0.099186609
a29	0.0429687189259	0.829762354815	0.127268939667
a13	0.0345185439753	0.810160284938	0.155321186556
a11	0.0475921446584	0.780119814979	0.172288068852
a31	0.0620352228861	0.762422724993	0.175542046284
a39	0.0446103942954	0.674404684998	0.280984902095
a18	0.0216213557651	0.535183081666	0.443195540698
a8	0.0141951425884	0.442441683889	0.543363163566
</S>	0.0124227667942	0.402286861945	0.585290381783
