 	nella	pasta	metti	sale	vuole	il	sale	</S>
a28	0.060171198325	0.04245810324	0.002705272459	0.0026792032835	0.02135139165	0.131893042	0.378181545	0.360560264
a31	0.0599840880333	0.0423288616352	0.002686286667	0.00266330931545	0.0207220269928	0.107299213507	0.439693798333	0.324622447333
a7	0.0201526969227	0.0141984458602	0.000901000794669	0.00089330167477	0.00695132154041	0.0369740055423	0.505965906111	0.413963349111
a46	0.00835929852757	0.0056992472134	0.000370750643223	0.000371536810257	0.00272604941347	0.0166438970474	0.605349682037	0.360479569704
a10	0.00807839274252	0.00512260557113	0.000345301201074	0.000359568856752	0.00214748170449	0.0128573486825	0.572494220679	0.398595109901
a14	0.0850568802475	0.066968287857	0.00709713773369	0.00838165630225	0.0266101913348	0.0269766655608	0.381265580226	0.3976436033
a31	0.107415122482	0.0854936665357	0.0091990812999	0.0108958553508	0.0339798077449	0.0288421039203	0.276683540075	0.447490814433
a0	0.0395632345607	0.0305289107619	0.00334322068863	0.0039713686336	0.011935765215	0.0112518598401	0.226002373358	0.673403304811
a20	0.0235070798536	0.0159282309206	0.00216408852954	0.00269806847787	0.005584633405	0.00487908208003	0.137365184453	0.80787368827
a31	0.0158871908845	0.00972678867353	0.00152226625985	0.00196071968929	0.00310081599167	0.00362823336001	0.199475918151	0.764698062757
a10	0.00688338792817	0.00398975728118	0.00060395177995	0.000762427069763	0.00128587719722	0.00251176776667	0.198458670717	0.785504134252
a0	0.00377419854272	0.00204076911706	0.000380100819983	0.000474645466588	0.000627523219073	0.00100066915222	0.0936452559057	0.898056858084
a18	0.00632918438091	0.00308405960569	0.000669211756661	0.000895031088863	0.000773236383024	0.000927059967407	0.0726355496352	0.914686719361
a17	0.0110127267936	0.00519382176856	0.00120985981889	0.00165049722962	0.00125588829434	0.00139583258914	0.0799133865451	0.898368039787
a8	0.0112371445979	0.00512236785619	0.00126679037296	0.00172879700987	0.00124530736478	0.00145390779638	0.081619355515	0.896326379929
</S>	0.00990685679895	0.0043981548281	0.00110903493648	0.00151359530493	0.00106180808239	0.00132218039819	0.0804801727575	0.900208239964
