 	l	ho	sentito	che	viene	</S>
a34	0.000197728632625	0.00036793056515	0.0002052298385	0.020971352	0.092874825	0.88538295
a46	0.000183889465958	0.000382884651817	0.0007903275485	0.0150133003333	0.0702299006667	0.913399683333
a41	0.000308697298653	0.000678453817272	0.00192972161617	0.0145212574444	0.0544957002222	0.928066161111
a19	0.00791606010955	0.0154880738724	0.0183580403054	0.0289953841481	0.0488709677407	0.880371487037
a31	0.0103365870992	0.0201785122208	0.0229798812785	0.0325206763827	0.0502462125802	0.863738129012
a20	0.0471149320957	0.0505218016703	0.0204688552695	0.0208353881276	0.0421997595267	0.818859243004
a31	0.0593969207919	0.0607245272034	0.0199444310565	0.0231966797092	0.0517666551756	0.784970781001
a24	0.0198449573573	0.0204054785278	0.00719646227883	0.0226530185697	0.0648320217252	0.865068060334
a31	0.00670945854243	0.00711120878927	0.00362157878628	0.0240342115232	0.0685170752417	0.890006470111
a23	0.00511817927081	0.00513454089642	0.00323085092876	0.0244517765077	0.0589836797472	0.90308097337
a20	0.00597612495694	0.00575201036547	0.00275742387625	0.0188765155026	0.0346618035824	0.931976091123
</S>	0.00519865927847	0.00520898803273	0.00249318038812	0.0178632037513	0.0284529822912	0.940782945561
