 	deve	essere	bianco	</S>
a31	0.00339333352	0.98884155	0.0041776442	0.003587531485
a11	0.00260508775333	0.993250116667	0.00258188023333	0.00156293043167
a31	0.00219658994111	0.991079738889	0.00549834077778	0.00122530862389
a37	0.00191648633704	0.988339312963	0.00804423472593	0.00169996617463
a31	0.00182508480235	0.989133637654	0.00735483684198	0.00168644430821
a37	0.00164196615745	0.973122659218	0.016234524414	0.00900080568607
a31	0.00164904026915	0.969284333073	0.017709622138	0.0113569513954
a20	0.00091640257305	0.723038761024	0.0815586713793	0.194486137298
a31	0.00132028985768	0.640458103675	0.102578309226	0.255643338679
a0	0.00121905315989	0.551848884558	0.0953329951753	0.35159913914
a31	0.0081533116273	0.509414164853	0.0959214017251	0.386511159047
a20	0.0104564501211	0.491156088451	0.0924672172417	0.405920279016
a18	0.00349349784037	0.173111041984	0.163921602414	0.659473893005
</S>	0.00175441975218	0.096678369492	0.196356046207	0.705211196503
