 	che	sapeva	che	non	può	fare	il	bagno	</S>
a31	2.4353292e-08	1.27741535e-08	1.1205234e-08	3.69295545e-08	5.51016405e-06	0.004653790735	0.68776324	0.30719278	0.000384573575
a20	5.73928947933e-06	4.11608472117e-06	3.49544182467e-06	6.45954588617e-06	3.642541605e-05	0.00173982638167	0.381664843533	0.61513594	0.00140311049167
a28	8.75434225978e-06	6.28052177372e-06	5.35732610822e-06	9.97771396206e-06	5.534119035e-05	0.000722949627223	0.131279016311	0.865421146667	0.00249118256389
a31	4.0383692021e-06	2.89525396176e-06	2.4904880381e-06	4.71485126302e-06	2.7607224651e-05	0.000280343662074	0.0757489003703	0.922162215556	0.00176684868463
a39	1.8853674162e-06	1.4121985911e-06	1.23709291473e-06	2.25055339667e-06	1.17895107513e-05	0.000101666087025	0.0556248480234	0.939920771852	0.00433418115821
a24	1.20668977207e-06	9.51960532367e-07	8.5322241491e-07	1.49141971889e-06	6.85954648377e-06	4.32559803417e-05	0.0194891151078	0.971875090617	0.00858117938607
a31	4.41643928457e-07	3.51627325989e-07	3.18495977403e-07	5.59916686697e-07	2.67728503459e-06	4.12285334472e-05	0.0388786712359	0.954643610206	0.00643209634536
a17	1.17219184725e-06	1.1809937552e-06	1.22696918823e-06	1.8674439893e-06	4.46668098486e-06	4.39291494824e-05	0.0449802673686	0.939936063402	0.0150297676651
a31	1.41574291475e-06	1.4574686777e-06	1.52981799053e-06	2.30338051797e-06	5.08037091829e-06	5.72595361608e-05	0.0523732110795	0.929608801134	0.017948882855
a39	5.6128918725e-07	5.967605652e-07	6.36800991297e-07	9.40496080857e-07	2.0704996161e-06	5.69097579869e-05	0.0547555162932	0.914054567045	0.0311281539183
a41	2.83764281083e-07	3.18542081067e-07	3.49432850432e-07	5.02438320286e-07	1.0730197787e-06	2.0781806429e-05	0.0186686112811	0.934575009015	0.0467330953061
a31	1.15964109028e-07	1.21910786022e-07	1.33395000811e-07	2.04653203429e-07	2.24684587957e-06	0.000281612489976	0.0300914170104	0.941934256338	0.027689902902
a33	5.3837805776e-08	4.94339015073e-08	5.33748332703e-08	9.17365338097e-08	2.57840120319e-06	0.000367987190192	0.0337624792601	0.888345085446	0.077521596434
a31	5.58503063587e-08	4.56470203358e-08	4.62460017568e-08	1.01476133937e-07	3.45314321106e-06	0.000265077213597	0.0228621233434	0.880988605149	0.0958804966447
</S>	8.24688756794e-08	6.36459001679e-08	6.20930833784e-08	1.52380886968e-07	5.60204360553e-06	0.000345919106799	0.0286696466717	0.919309917575	0.0516685600723
