 	forse	non	li	ha	a	casa	</S>
a28	0.000191518026375	0.000170294447925	0.001290187625	0.002431738	0.175907852	0.8158332	0.00417517735
a10	0.000197392463458	0.000173632603475	0.001322924405	0.00247909342333	0.120614477	0.873497213333	0.00171525207
a31	7.19633668935e-05	6.14668484769e-05	0.000482173658731	0.000995001477482	0.0661218138667	0.931330967778	0.000936626596667
a21	3.63034857054e-05	3.02600673109e-05	0.000220619559974	0.0004577336022	0.0307573064889	0.967634952593	0.000862870702222
a37	2.80298279018e-05	2.2415748437e-05	0.000153893719991	0.000331549634067	0.023481926163	0.975176730864	0.000805482684074
a31	1.29564620652e-05	1.00299131581e-05	7.17577475366e-05	0.000163444676401	0.013053967721	0.986008010288	0.000679864041358
a37	7.29384711963e-06	6.58395606516e-06	4.06475733851e-05	7.51665671793e-05	0.00521801057367	0.992598970096	0.00205333886045
a31	5.40621475085e-06	5.43527973081e-06	3.02771384729e-05	4.57343582904e-05	0.00257764483122	0.994828090032	0.00250738117348
a37	3.26068796126e-06	3.89560661936e-06	1.83971408355e-05	2.23789386608e-05	0.00114543455041	0.990298216677	0.00850838644449
a31	2.54550861128e-06	3.38238239736e-06	1.44371442775e-05	1.45938301145e-05	0.00071377358347	0.988708792226	0.0105424459815
a21	2.70296929462e-06	5.38424982336e-06	1.70208560915e-05	1.03502572657e-05	0.000463019277823	0.966786497409	0.0327149904938
a31	2.75548092293e-06	6.05155448528e-06	1.78823502458e-05	8.94034690623e-06	0.000652687042608	0.95919173247	0.0401199221113
a20	1.42263869904e-06	3.83119420592e-06	1.00227069639e-05	4.17976611974e-06	0.000645951777536	0.849074894157	0.150259701317
a31	9.78850940247e-07	3.09145348301e-06	7.40896133297e-06	2.66883043325e-06	0.00160415788918	0.811287301386	0.187094422206
a37	3.81331987316e-07	1.27690539204e-06	3.00053772266e-06	1.13728693775e-06	0.00191202858173	0.722120320462	0.275961879169
a33	1.89323507439e-07	6.95794654013e-07	1.58117738089e-06	5.82404152583e-07	0.000649743864243	0.506152453487	0.493194743056
</S>	1.06202021219e-07	3.84105387006e-07	8.75468500445e-07	3.47788236292e-07	0.000333229259622	0.471144946743	0.528520071528
