 	quando	Giovanni	è	arrivato	è	arrivato	alla	casa	o	a	casa	ancora	e	cucina	</S>
a39	1.49570765421e-06	2.69192375042e-06	2.4270928661e-06	6.48046747584e-06	3.97448168751e-06	7.70548845615e-06	1.75003547945e-06	1.058159629e-05	8.08030732e-05	9.9622186485e-06	2.026060479e-05	2.48176085e-05	0.000190301482	0.99956125	7.55618825e-05
a31	1.49570618955e-06	2.69191679763e-06	2.42707580146e-06	6.48037533696e-06	3.97440331355e-06	7.70511561394e-06	1.75001521038e-06	1.05802994134e-05	7.84648792355e-05	9.95181963869e-06	2.01066071786e-05	2.32826145587e-05	0.000177736975333	0.999578663333	7.47716119233e-05
a8	2.93462060133e-06	4.70679281337e-06	4.09591677991e-06	1.0208382624e-05	6.38439035557e-06	1.14307309999e-05	2.84627305402e-06	1.46713267879e-05	8.67859812473e-05	1.10887226354e-05	2.07770763081e-05	2.14970152449e-05	0.000180313099778	0.999448231111	0.000174054731731
a31	3.41425872956e-06	5.37841808472e-06	4.65219685749e-06	1.14510513822e-05	7.18771892462e-06	1.26726024093e-05	3.21169228446e-06	1.60350012007e-05	8.95595323458e-05	1.14676329171e-05	2.10002995411e-05	2.08943418743e-05	0.000174449776593	0.99941142037	0.000207159421177
a20	2.91350343897e-06	4.5112795085e-06	3.85122501668e-06	8.52954413492e-06	5.4313666143e-06	8.51073554575e-06	2.19435392794e-06	1.0373204005e-05	5.55082393786e-05	7.03750967768e-06	1.26158419521e-05	1.23532887508e-05	0.000129449028864	0.999264920123	0.000471732027659
a31	2.74658502746e-06	4.22223341657e-06	3.58423482716e-06	7.55570862522e-06	4.84591626001e-06	7.12344670755e-06	1.85524116429e-06	8.4859386099e-06	4.41578247995e-05	5.56081401353e-06	9.82106435897e-06	9.50800408893e-06	0.000120032636288	0.999210520041	0.00055995028373
a13	2.39922939029e-06	3.70611815259e-06	3.14810729732e-06	6.32593995532e-06	4.08841164192e-06	5.68915976148e-06	1.45429714307e-06	6.6204979782e-06	3.48336619398e-05	3.96271459215e-06	7.00470416126e-06	6.63137520164e-06	0.000106861632096	0.99877430668	0.00103295223575
a18	2.44587001343e-06	3.81618601753e-06	3.23591656577e-06	6.41370071844e-06	4.13901561397e-06	5.60794302049e-06	1.40544630769e-06	6.45221349273e-06	3.44384399799e-05	3.77049576405e-06	6.73863392042e-06	6.62756910055e-06	0.000104992650699	0.998391918893	0.00141797656858
a31	9.77716828047e-07	1.55417342404e-06	1.31184346649e-06	2.63559577838e-06	1.68279708908e-06	2.2662000634e-06	5.53280582948e-07	2.60428617018e-06	1.41931709295e-05	1.59782390108e-06	2.92069629757e-06	3.21238519685e-06	0.0001158731969	0.999148222964	0.000700396494277
a20	3.62149988292e-06	5.14190269287e-06	3.95254396673e-06	7.83690206502e-06	4.81192301411e-06	6.58653531104e-06	1.64851474803e-06	6.961741396e-06	3.22176939127e-05	3.07174861343e-06	5.38342055662e-06	4.80341219562e-06	0.000141017408967	0.996620324321	0.00315263821284
