 	ancora	non	mi	sono	vestito	</S>
a8	0.00026897937429	0.0003552115522	0.00260739515	0.15645671555	0.839996635	0.000315060925
a31	0.000268894278618	0.000353629819614	0.001449569408	0.05681801505	0.940906091667	0.000203794565967
a10	9.05924722606e-05	0.000119831410085	0.000491893592667	0.02238661849	0.976827663889	8.34186429557e-05
a31	3.1158486089e-05	4.18973435285e-05	0.000171982495809	0.00795614133667	0.991755687963	4.31261909186e-05
a18	1.07678816984e-05	1.45166526096e-05	5.9037334323e-05	0.00309517343456	0.996751829321	6.86177035729e-05
a31	3.971012792e-06	5.3897356062e-06	2.13755024867e-05	0.00127776215052	0.998614343107	7.7087964691e-05
a20	1.59620333987e-06	2.11123855506e-06	7.89979274123e-06	0.00066347598584	0.999046114369	0.000278771825064
a31	8.04602482664e-07	1.01843375631e-06	3.41209771874e-06	0.000377399380947	0.999271271456	0.000346099626921
a13	3.38074446928e-07	4.22924390057e-07	1.40765534458e-06	0.000279507077149	0.998980440485	0.000737857860874
a35	1.88671572976e-07	2.33273927019e-07	7.58986201527e-07	9.77606792163e-05	0.998467096828	0.00143391932029
a39	8.78836856587e-08	1.12223266006e-07	4.08912727176e-07	3.60342006388e-05	0.997917098943	0.00204624827343
a46	2.0631500922e-07	2.21070868669e-07	6.58232982392e-07	1.76394057796e-05	0.993580432981	0.00640082085781
a31	2.4323062974e-07	3.55866779556e-07	6.5257318608e-06	0.000213302536593	0.992890744327	0.00688880523394
a20	1.39655909913e-07	2.95993336519e-07	8.30493036693e-06	0.000279883179698	0.976116614776	0.0235947876926
a31	1.24256756638e-07	4.13477782173e-07	1.28272065356e-05	0.000284327827399	0.970458271592	0.0292440511642
a39	7.9837784546e-08	4.05645879058e-07	1.41678316085e-05	0.000284618462133	0.948479070531	0.0512216623214
a31	9.2358307182e-08	4.63666331353e-07	1.23346159662e-05	0.000230254560378	0.94105965351	0.0586971904738
</S>	1.40338878591e-07	7.15032665676e-07	1.74891389831e-05	0.000312707260189	0.969916701755	0.0297521997869
