 	puoi	non	parlare	di	questo	con	Anna	</S>
a31	5.8839029e-07	6.1520209e-07	3.4142916e-05	0.00057918721	0.00039008974	0.86106804	0.0660483175	0.071879037
a20	1.98675923633e-05	1.260557823e-05	3.91137876667e-05	0.000404950978667	0.000228677432	0.584765697867	0.0780663178333	0.336462767
a11	2.75944825544e-05	1.72124801767e-05	2.88228042222e-05	0.000180640734889	9.14994026667e-05	0.203006878822	0.121948311278	0.674699035667
a10	3.26657989515e-05	1.81170701589e-05	3.09257147407e-05	0.000129443824963	5.21483625556e-05	0.0762571394073	0.133885837093	0.789593745222
a39	5.00153209838e-05	2.4764330053e-05	3.74728979136e-05	0.000125054418321	4.09772895185e-05	0.0275575060691	0.109346273698	0.862817978407
a7	8.76672369946e-05	3.7423895351e-05	4.96309633045e-05	0.00016278415944	4.70387235062e-05	0.011317545023	0.0953363058993	0.892961602802
a37	0.000224035135665	9.12553317837e-05	0.000107327397768	0.000341163153147	9.06282178354e-05	0.00669307337433	0.0913359186331	0.901116567601
a8	0.000711931091888	0.000266266297261	0.000195109559256	0.000546491784382	0.000137053129278	0.00558531405811	0.0962159595444	0.896341855867
a18	0.00122468366396	0.000425981279087	0.000276778743085	0.000759844294794	0.000194615289759	0.00614608978604	0.101810756515	0.889161205289
a46	0.00158861558799	0.000526316953029	0.000386846081028	0.00115430679826	0.000308235783253	0.00932270292868	0.111742655505	0.874970271763
a31	0.00238557616266	0.00107461606434	0.00250543339368	0.0127686788328	0.00415677868108	0.0510988516429	0.132986168502	0.793023890588
a18	0.00200310179422	0.00104736638478	0.00305668310956	0.0161805647443	0.00532585465203	0.0625756764143	0.143318736167	0.766492030196
a24	0.00100202299141	0.000449514484927	0.00112033611819	0.0057042083481	0.00192518571901	0.0244021105048	0.118738203722	0.846658460065
a28	0.000824829697137	0.000304131521642	0.000571558586063	0.0026120796827	0.000933571093003	0.0181913706683	0.122423326241	0.854139173355
a31	0.000950325479046	0.000444630093881	0.00120355103869	0.00721431449423	0.002529832041	0.0519534715561	0.167272698747	0.768431177785
a20	0.000800980852349	0.000424457663627	0.0013061147219	0.00831779363474	0.00291969328367	0.057926791852	0.184671502916	0.743632672595
a31	0.00029483042345	0.000162848889209	0.000830504182967	0.00729747168158	0.00239386056456	0.0520514786173	0.206462040972	0.730506954198
a3	0.000121036478817	7.3421846503e-05	0.000665161647656	0.00692966386386	0.00220696474485	0.0489519176724	0.209292630324	0.731759168066
a31	4.64168162723e-05	3.06207172677e-05	0.000839621402552	0.00904710359129	0.00214221670495	0.0433507326908	0.238411136775	0.706132122689
a20	2.03219313108e-05	1.57103350892e-05	0.000893886114617	0.00972857137043	0.00210942234598	0.0407571600969	0.251934305592	0.694540607563
a31	1.87081159903e-05	1.68756936964e-05	0.00122330985197	0.0113139072968	0.00214694969299	0.0467055485656	0.273867278531	0.664707435854
</S>	2.71574259952e-05	2.58096368482e-05	0.00199655722599	0.0177360566484	0.00321776404649	0.0706624412828	0.331017389266	0.575316867927
