 	il	morto	si	piange	</S>
a20	6.33358566075e-07	3.615316845e-07	0.00015712262	0.99984185	5.02039875e-08
a31	6.33156674545e-07	3.58629023615e-07	0.0001202913363	0.999878683333	4.50340343667e-08
a18	2.73861044035e-07	1.49222136653e-07	5.27538517333e-05	0.999946771111	4.64847219889e-08
a15	1.88781584678e-07	9.55389088843e-08	4.36938795778e-05	0.99995591037	1.01601633996e-07
a31	9.7674715146e-08	4.80192029181e-08	2.81176113859e-05	0.999971633457	9.5452265332e-08
a15	1.43206881969e-07	4.3273122596e-08	3.5304608322e-05	0.999963641152	8.31323805777e-07
a31	1.58393394116e-07	4.16785123453e-08	3.77282757873e-05	0.999960977051	1.07729443293e-06
a29	1.29981451499e-07	2.38659262618e-08	3.86884749424e-05	0.99995973235	1.44586787531e-06
a31	1.20547498523e-07	1.79277053753e-08	3.90707200241e-05	0.999959230783	1.56835103177e-06
a0	9.3970937531e-08	1.22280890798e-08	3.05763703847e-05	0.999961090261	8.24616495059e-06
a31	8.50830991837e-08	1.03161995033e-08	2.77540848282e-05	0.999961710087	1.04703200252e-05
a13	6.85881397346e-08	7.21037264443e-09	2.36671576427e-05	0.999943560029	3.26896743834e-05
a18	7.48566745782e-08	7.05786661481e-09	2.82483018809e-05	0.999890143343	8.15071497945e-05
a41	1.08057066193e-07	6.83785293827e-09	3.6916904627e-05	0.999751381114	0.000211546306598
a31	2.37816085398e-07	1.18319269794e-08	6.13745215423e-05	0.999721627038	0.000216688994199
a18	2.37245818466e-07	1.11412212265e-08	5.31518591808e-05	0.998593542346	0.0013529816434
a31	2.43290289489e-07	9.3476999755e-09	5.71408400603e-05	0.998171114115	0.00177140799447
a46	2.27984475496e-07	8.2493504585e-09	5.42882103534e-05	0.979765794705	0.0201796274782
a31	1.38052824165e-07	5.29699578617e-09	3.58424874511e-05	0.973390921568	0.0265730627927
a0	1.02234753055e-07	3.93719329539e-09	2.91315505037e-05	0.952579207189	0.0473915418976
a31	7.32702760183e-08	3.02021509846e-09	2.65055188546e-05	0.945653119063	0.0543202929792
</S>	8.90047680091e-08	3.54145774923e-09	3.80340234273e-05	0.972367484532	0.0275943880096
