 	lo	ho	finito	di	fare	</S>
a8	0.049061520655	0.078097350608	0.1020323318	0.183455242	0.34288662	0.244466935
a31	0.04905636518	0.0780748103727	0.100047361717	0.247548235333	0.347905616667	0.177367593333
a20	0.0177224546883	0.0285596749609	0.0414977983557	0.262582404111	0.453138562222	0.196499109444
a24	0.0072786180759	0.012056327327	0.0219738674952	0.096579427937	0.574360967407	0.287750796481
a18	0.0033226430051	0.00531348271567	0.00903404087507	0.0349161802123	0.570284389136	0.37712923216
a31	0.0020032387776	0.00306435290702	0.00474177048169	0.0873901334041	0.579474846379	0.323325645387
a20	0.000733065581763	0.00110658769414	0.00174189100723	0.103792596868	0.56355048546	0.329075396462
a10	0.000324008026588	0.000478797894713	0.000785709139077	0.0350364165227	0.478297215153	0.485077868821
a20	0.000166690111529	0.000246981484904	0.000459896946359	0.0121768238076	0.449757378384	0.53719221294
a7	0.00036089160051	0.000516535708301	0.00084547420212	0.0050125008692	0.378712966128	0.614551604313
a31	0.000558477646837	0.000974399202767	0.00685812920071	0.0237108034231	0.460714422043	0.507183748104
a20	0.000369262491612	0.000762762175589	0.0082979454069	0.029389928241	0.511932080681	0.449248009368
a18	0.000135313214537	0.00027037995453	0.0028170664023	0.010259359567	0.41883433356	0.567683536456
a24	0.000475930912846	0.00068390743951	0.00205871012743	0.00568854824233	0.342176077853	0.648916798819
a46	0.000594709784282	0.000829653049837	0.00185432288581	0.00462916841411	0.334119799284	0.65797231294
a31	0.000793597408094	0.00135319758661	0.00585553640527	0.0173171498047	0.446870239761	0.527810257647
a33	0.000848480948908	0.0015114577367	0.00711195904709	0.0208883026349	0.468408546587	0.501231239216
a8	0.000283055500113	0.0005041589531	0.00237528779003	0.0072383802783	0.407916522196	0.581682579739
</S>	0.000141750656457	0.0002524168261	0.00119255018851	0.00390212518915	0.401344571098	0.593166569869
