 	sto	ancora	cucinando	</S>
a20	0.20626231555	0.12933871	0.57937375	0.085025179
a31	0.204977162314	0.0948105633333	0.650840616667	0.049371632
a37	0.0703569325688	0.0389232054444	0.853514318889	0.0372055376667
a20	0.0264899622563	0.0200642724815	0.88935701963	0.0640887532222
a31	0.00983696179678	0.00878973339383	0.927572006543	0.0538013101074
a30	0.00347959535694	0.00370985229794	0.903527502181	0.0892830357358
a46	0.00143376159898	0.00167388715598	0.769083700727	0.227808625245
a31	0.000553859754393	0.00118530927533	0.792889490242	0.205371335248
a39	0.000212566236198	0.00098888930511	0.744725760081	0.254072788583
a15	0.000101172990399	0.000407433941703	0.527143040027	0.472348346194
a20	5.18118294663e-05	0.000273204720568	0.434996646676	0.564678315398
a22	4.53917941554e-05	0.000353135620189	0.394596708892	0.605004755133
a31	0.000941389131385	0.00266708370673	0.525365256297	0.471026271711
a46	0.00122541218406	0.00329607861124	0.572746175432	0.422732343904
</S>	0.00061307420243	0.00166614866912	0.471013452716	0.526707346952
