 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
a31	4.2788301e-06	2.36980655e-05	5.95316695e-06	5.08063635e-06	0.00017274433	0.02636377	0.011534835	0.96188958
a39	3.58220004333e-05	8.81897421667e-05	3.89842460833e-05	2.57961449167e-05	0.000142305016667	0.0165495420167	0.0104045743	0.972714776667
a41	4.98728654778e-05	0.000116996732389	5.41362293611e-05	3.51441059722e-05	0.000113280243222	0.0057449720689	0.00427394623333	0.989611665556
a39	4.93188371593e-05	0.000119907505796	5.6186613787e-05	3.47555996574e-05	8.79240154073e-05	0.00206112006963	0.00188615762778	0.995704578519
a20	0.000186284759053	0.000443490358599	0.000194443611262	0.000107053213219	0.000191008575136	0.000833545769877	0.00087175611926	0.99717234284
a0	0.00133885905302	0.0031957072862	0.00121858043709	0.000579320131073	0.000820313618379	0.000538816969959	0.00050302056642	0.99180536428
a31	0.00161729248767	0.00390337482207	0.0014803120257	0.000710536117024	0.00112691459279	0.00177872128999	0.00094248732214	0.988440421427
a13	0.00069432117589	0.00174287133402	0.000682010038567	0.000353058545675	0.000697260697597	0.00211858007666	0.00116237482071	0.992549563809
a17	0.00074516936863	0.00193483531134	0.000696733062856	0.000347414368558	0.000587087045866	0.00102905485889	0.00082626520357	0.99383343127
a31	0.000687868139543	0.00189164820378	0.000681560154285	0.000373158669519	0.00105377388196	0.00560375747296	0.00345203975119	0.986256163757
a3	0.000279729111514	0.00085720277126	0.000338613026095	0.000222184120173	0.000964996455987	0.00698172793765	0.0044097701504	0.985945754586
a46	0.000110536801171	0.000338436427087	0.000133708841365	8.73787547243e-05	0.000351769715662	0.00259564454255	0.00259288578347	0.993789671529
</S>	7.27814740855e-05	0.000222421763544	8.77933076825e-05	5.73513938622e-05	0.000208066760331	0.00159821844628	0.00245965014173	0.995293765765
