 	non	ti	dimentichiamo	mai	</S>
a8	0.0799498247455	0.20736006	0.63113161	0.0598781231	0.02168041826
a31	0.0799484035348	0.2040022875	0.634632156667	0.0598185601333	0.02159860094
a20	0.0321902674645	0.118667116667	0.726604198889	0.103750497144	0.0187879105
a31	0.0162708765944	0.0901915822323	0.754738332963	0.120901002715	0.0178982101333
a13	0.00705134063769	0.0509411840874	0.745786610988	0.174143054572	0.0220778056778
a31	0.00397818248348	0.0378951017958	0.739912920329	0.194710539524	0.0235032493493
a13	0.00215864683207	0.0215995576986	0.63910915011	0.290470144508	0.0466624962398
a1	0.00225333541069	0.0300595075662	0.34305474337	0.525368831503	0.0992635487466
a31	0.0014542955801	0.0251163921887	0.499141514457	0.395927303834	0.0783604408822
a41	0.000652857436567	0.0115693835296	0.503820484152	0.372677414611	0.111279811594
a15	0.000403777202189	0.0061868422932	0.189389328051	0.63257160487	0.171448413865
a13	0.000311350877396	0.0035480463144	0.0767067406837	0.741997864957	0.177435981288
a31	0.000654478245799	0.0317765246715	0.313339490895	0.521321349986	0.132908129763
a11	0.0006413979136	0.0407941049572	0.420164958965	0.442715928329	0.095683615921
a31	0.000309689522867	0.0269207983857	0.440089981655	0.447374262776	0.0853052901403
a46	0.000169894401549	0.0214471253572	0.411087928118	0.472483727592	0.0948113215468
a31	6.23080641097e-05	0.00881877224773	0.248388356939	0.632358595864	0.110371940516
a46	2.63765136369e-05	0.00460508589721	0.192667605613	0.677616348621	0.125084536839
a31	1.0181689246e-05	0.00202649108037	0.095721025171	0.77006099954	0.132181287946
</S>	7.167517773e-06	0.00174963834019	0.0942017375855	0.80856504977	0.095476417473
