 	oggi	io	non	ho	cosa	da	fare	</S>
a46	0.0038733471575	0.00193645163855	0.0008007490894	0.0018466418831	0.005400537219	0.052814502	0.5874281	0.345899625
a27	0.00409368590917	0.00202695243952	0.0008314685698	0.0019320377377	0.005882332173	0.0664426346667	0.675165466667	0.243625425
a8	0.00345895399306	0.00182465853984	0.000748589129933	0.00168550448923	0.00497408582433	0.0645890755556	0.707833355556	0.214885785
a28	0.00511429909769	0.00285311807995	0.00111648060998	0.00247557039641	0.00691131894144	0.0650865731852	0.693825085185	0.222617538333
a31	0.00379258503556	0.00213775821617	0.00079849238025	0.00178315910073	0.00503096638158	0.0421141837284	0.723871981728	0.220470892778
a24	0.00126701687352	0.000714806789913	0.000267172200873	0.000595926243737	0.00167919107383	0.0142798593261	0.577103110576	0.404092954259
a31	0.00042511903111	0.000240477894473	9.00625646368e-05	0.000200170892151	0.000561758062285	0.00502332492537	0.568819553525	0.424639528086
a10	0.000161770376974	9.53574826601e-05	3.80460583581e-05	7.9593082389e-05	0.000203478543903	0.00200744864846	0.599398614508	0.398015676029
a20	8.0236762658e-05	5.31678218867e-05	2.40669534527e-05	4.38866427963e-05	8.81366306343e-05	0.00080914617082	0.362786748169	0.636114615343
a31	3.30023663723e-05	2.39084889875e-05	1.13828150635e-05	1.91177159584e-05	3.35058282848e-05	0.00049148020494	0.498019716056	0.501367891781
a39	1.30828391104e-05	1.05760670211e-05	5.39829410043e-06	8.20615101247e-06	1.22948908016e-05	0.000355381157647	0.514224778685	0.48537026726
a31	6.4506349958e-06	6.1340016987e-06	3.40453974338e-06	4.57244322982e-06	5.27615815387e-06	0.000753753575216	0.518351732895	0.48086866042
a18	2.42009829093e-06	2.5376833579e-06	1.46110972436e-06	1.82691870227e-06	1.96209310462e-06	0.000880728851539	0.503864815632	0.495244241473
a31	1.12224740364e-06	1.3543791593e-06	8.21982964787e-07	9.36928932757e-07	1.12857903487e-06	0.00154985457698	0.485063329877	0.513381462491
a17	4.47075252547e-07	5.05116549767e-07	3.07953999596e-07	3.62317104252e-07	7.30961069957e-07	0.00177193297693	0.474578909959	0.52364681283
a31	5.15717195516e-07	3.79953706589e-07	2.32871454532e-07	4.00975912751e-07	1.84988074832e-06	0.00195752037691	0.43747433332	0.560564770943
a8	5.24910826505e-07	3.06922401196e-07	1.86726018511e-07	3.96315295917e-07	2.21419134421e-06	0.0020191817269	0.422438197107	0.575539046981
</S>	2.65373855253e-07	1.58911499098e-07	9.72724597555e-08	2.01547060458e-07	1.10982301426e-06	0.00100987706535	0.233378952553	0.76560942349
