 	se	nella	nella	pasta	voleva	sale	l	avevo	messo	</S>
a31	1.785316495e-07	9.0554943e-07	2.415927585e-06	1.16127425e-06	0.00293977516	7.08947525e-05	0.0023972497	0.5123513525	0.4768119265	0.00542410185
a39	5.60694483765e-05	0.000153339102577	0.000223408344862	0.000131490249417	0.00266996266	0.000206044060833	0.00121523696667	0.205132118367	0.7198539855	0.0703582825167
a31	7.45843441183e-05	0.000203582703469	0.000295610125616	0.000174239124346	0.00249914396876	0.000223101730678	0.000587020122223	0.0850910273223	0.819891645167	0.0909599856056
a14	3.45357540322e-05	9.59304904335e-05	0.000140696695867	7.98143079886e-05	0.00115584956168	0.000110739723959	0.000253716430741	0.0442981251408	0.859021831722	0.0948087099685
a41	3.80976110107e-05	0.000108527746811	0.000160009025289	8.48280759962e-05	0.00130932607723	0.000138289474653	0.00022540323358	0.0164213250136	0.810152577241	0.171361579989
a33	0.00030439517867	0.00075115789227	0.000931310225096	0.000596870696665	0.00475747675908	0.000351276004884	0.00039772049786	0.00829614293787	0.765993125747	0.21762051333
a20	0.00043494236289	0.00108253976409	0.0013446099917	0.000860746032222	0.00727332448636	0.000497526821628	0.000585442019287	0.00690215831262	0.755212691916	0.22580601111
a31	0.000203675147646	0.00052650781039	0.000675375524267	0.00041660594767	0.00439378238922	0.000307722859709	0.000457457043096	0.0172687631042	0.829411180639	0.146338899137
a10	9.64857125643e-05	0.000254216725823	0.000340433041789	0.000203749982819	0.00230190699017	0.00017421339907	0.000246810797699	0.0186522519014	0.793459943546	0.184269948479
a31	6.0755147647e-05	0.000163449514291	0.0002287766987	0.000132794814001	0.00160417976732	0.00012954688549	0.0001760880479	0.0206770148338	0.780133341182	0.196694049026
a46	4.14201726746e-05	0.000107304727113	0.00014660502767	8.5464117728e-05	0.000899356059707	7.06241709633e-05	0.000110171286633	0.0211277239179	0.717708490394	0.259702842542
a31	3.49749701912e-05	8.85887115503e-05	0.000119211398086	6.96862462275e-05	0.000664208606369	5.08828207878e-05	8.68349075443e-05	0.0216253932793	0.696578283465	0.280681894747
a39	2.22054670301e-05	5.71720196961e-05	7.68529448917e-05	4.34232540607e-05	0.00042664810859	3.26333520626e-05	7.24548808481e-05	0.0217839858998	0.704037971155	0.273446612149
a28	2.80301596767e-05	7.6726513232e-05	0.000106740344964	5.71350130202e-05	0.000699249022863	5.26059466875e-05	6.79909652827e-05	0.00778114877327	0.607649567052	0.383480780716
a21	9.90525595589e-05	0.000272747847744	0.000354983708321	0.000206791711007	0.00217689687429	0.000131154846896	0.000143061545094	0.00386395635776	0.651141125684	0.341610203572
a24	0.00011392775352	0.000313059550581	0.00040134713344	0.000236940470336	0.00240509449143	0.000136966880965	0.000154006908365	0.00353314668592	0.743176225228	0.249529291191
a46	0.000521615231507	0.00123585678486	0.00136898232181	0.000940178523445	0.00593726259714	0.000265366955655	0.000220255752788	0.00326841842864	0.754612385076	0.231629700397
a20	0.000763276243836	0.00184515314829	0.0020726903406	0.00140464147448	0.010017924199	0.000420013301885	0.000351837837596	0.00286805137621	0.715460855025	0.264795566799
a31	0.000361486258534	0.00092182159282	0.00107991904038	0.00070106067308	0.006348089505	0.000271305455628	0.000424195689199	0.0254209022921	0.798150881675	0.1663203436
a14	0.000132306188767	0.00034256962433	0.000409437790303	0.000258234885947	0.00246646874033	0.000124287873543	0.000340962065066	0.0321110624307	0.781941207225	0.181873475867
a17	0.000115027751589	0.00031872717811	0.000399737433434	0.000233735941982	0.00238771758011	0.000119026321181	0.000182911563689	0.0113518450436	0.677631545742	0.307259731956
a31	9.74796422057e-05	0.000275610048953	0.000347445088411	0.000201131845431	0.0020433073567	0.000109948119394	0.000310836094563	0.0294776692479	0.738620425247	0.228516179319
a11	3.94093090779e-05	0.000111650513234	0.000142196233404	8.0070928247e-05	0.000845341242233	5.97097701313e-05	0.000312859862188	0.0352369869626	0.716040208416	0.247131591773
a18	4.6600893026e-05	0.000134308485078	0.000171606991135	8.98346644157e-05	0.000991992374078	5.66206713771e-05	0.000138595704729	0.0121552864675	0.596594552805	0.389620607258
a6	0.000111987487675	0.000311472568359	0.000363640073712	0.000203207501472	0.00180858919136	8.6659210459e-05	0.000112236011576	0.0047914168225	0.606150717602	0.386060082419
a8	0.000167620995892	0.000472934122786	0.000538203084571	0.000315365973824	0.00273514699712	0.00012197900682	0.000136785857192	0.00269818154083	0.663974289201	0.328839477473
a31	0.000116322944991	0.000337752405395	0.000389130406324	0.000229927596708	0.00223065451904	0.00015884113894	0.000651649782397	0.0316931587136	0.766639729734	0.197552784991
a24	3.93434108903e-05	0.000114952050032	0.000134306211575	7.80526545027e-05	0.00089265270968	0.000122934237813	0.000775942708466	0.0417063551712	0.842673243245	0.113462174164
a37	5.09156464968e-05	0.000143750213777	0.000170597898525	9.11992550009e-05	0.00088881698656	7.36087941043e-05	0.000294489283822	0.0151373138237	0.739997247748	0.243152074721
a38	7.93679254989e-05	0.000230093794592	0.000275809522842	0.000142363688334	0.00138841542885	7.77971963681e-05	0.000149507451274	0.00566695487457	0.634500069249	0.357489644907
a31	5.1657086933e-05	0.000156012700664	0.000190292864481	9.5764611578e-05	0.00115528413295	0.000147657647123	0.000736074873758	0.0302355620582	0.726025343083	0.241206353636
a11	1.9113170611e-05	5.80399670213e-05	7.24375523603e-05	3.5411638326e-05	0.000574862150983	0.000148885983708	0.000907881600586	0.0381418355761	0.678642894361	0.281398629879
a31	8.28537257033e-06	2.54894501738e-05	3.35854557868e-05	1.5369624942e-05	0.000435473300328	0.000181934452569	0.000998964509529	0.035612070082	0.665727961454	0.29696086796
a8	3.00486221678e-06	9.50807489127e-06	1.39203593623e-05	5.80536142733e-06	0.000348522625443	0.00019028628259	0.00102628441371	0.0346940704307	0.605612213818	0.358096400653
a10	1.79945653226e-06	6.21198963042e-06	9.73233288743e-06	3.70977058911e-06	0.000191123633814	6.983660093e-05	0.000355327371103	0.0120736595136	0.498676181273	0.488612420218
a18	1.80697161075e-06	6.73923121014e-06	1.08463679625e-05	3.88300406304e-06	0.000166178007938	3.201157731e-05	0.000136560190701	0.00474037290453	0.573415527091	0.421486073406
a31	1.54746163692e-06	6.32742990338e-06	1.32022263208e-05	3.80287105435e-06	0.000612061765979	0.000208266544437	0.000704304674567	0.0175642470682	0.68323180903	0.297654453469
a11	1.01347554564e-06	4.49062225446e-06	1.14195481736e-05	2.84531661812e-06	0.000733814778993	0.000264858861579	0.000889326796056	0.0216929585227	0.64422946301	0.332169860156
a10	9.62690515213e-07	3.83547233815e-06	7.69891245787e-06	2.21416617271e-06	0.000304588956664	9.47732896263e-05	0.000311805958219	0.0079484416409	0.55455924767	0.436766466719
a1	1.3436754384e-06	5.21979441272e-06	9.17846348596e-06	2.81491142424e-06	0.000207907095555	4.16347725421e-05	0.00012788202874	0.00388092971363	0.642221129223	0.35350198224
a41	1.28859494613e-06	4.93528930424e-06	8.27097026199e-06	2.56921610808e-06	0.000150255520518	2.1050311514e-05	5.98172512467e-05	0.00233650327121	0.682384743074	0.315030587413
a31	2.12659711538e-06	8.89303910141e-06	2.07603555207e-05	5.12669766936e-06	0.00107333525884	0.000252298504171	0.000671078504416	0.0157303782571	0.745692601025	0.236543429138
a8	2.07926515513e-06	8.9800928438e-06	2.29592980536e-05	5.35338688479e-06	0.00135155108538	0.000326987464757	0.000869081787472	0.0198394397524	0.646727367008	0.330846243046
a31	3.02224763504e-06	1.20465030913e-05	3.04837318979e-05	7.7609309566e-06	0.00188492512756	0.000342778284952	0.000725225181824	0.0145016959175	0.615614655669	0.366877427682
a37	3.32414359368e-06	1.30288128338e-05	3.29247973726e-05	8.53985579787e-06	0.00206197044932	0.000347719635817	0.000676588030075	0.0127016991758	0.574581418556	0.409572809227
a8	1.12795080156e-06	4.4053465826e-06	1.10845563909e-05	2.88282393362e-06	0.000689202475807	0.000116812401772	0.000228632673825	0.00448784258193	0.432637139519	0.561820889742
a39	4.30718942187e-07	1.66524392887e-06	4.0567077903e-06	1.06976438321e-06	0.000237730589169	4.11197972573e-05	8.46291346083e-05	0.00222046614731	0.53441748984	0.462991349914
a31	1.81019143406e-06	6.95585087629e-06	1.69631637301e-05	4.36996451107e-06	0.000939434841056	0.000183379546752	0.000438817293869	0.0101968223491	0.688005506613	0.300205969971
a39	2.24366938135e-06	8.61341553876e-06	2.10602409767e-05	5.41240023702e-06	0.00116784611879	0.000229721724084	0.000552126473123	0.0124231500497	0.615780708871	0.369809136657
a35	8.20562813783e-07	3.12487919292e-06	7.4693510589e-06	1.94322036567e-06	0.00039773028203	7.88465280947e-05	0.000192022903541	0.0047390557499	0.529548932957	0.465030042219
a31	2.32824068793e-06	8.81538683097e-06	2.12892040196e-05	5.54336484189e-06	0.00116774663134	0.000217754987598	0.00049450200518	0.0108594637166	0.673976814319	0.313245737406
a41	2.79738139931e-06	1.05795856103e-05	2.56417315665e-05	6.66988728563e-06	0.00141854065028	0.000262758952899	0.000590284267493	0.0125261047655	0.61160965144	0.373546985802
a13	1.08293606977e-06	4.06104680343e-06	9.48949714883e-06	2.50716230021e-06	0.00049261350426	9.14509676663e-05	0.000209994343598	0.0050687520485	0.536651517147	0.457468555267
a35	5.44692113257e-07	2.01607971781e-06	4.33490198294e-06	1.18822206674e-06	0.000189053150087	3.51216595554e-05	8.60367840327e-05	0.00283470308283	0.626612972382	0.370234028422
a31	2.55323886109e-06	9.83817408927e-06	2.36568055276e-05	5.95909578891e-06	0.00131943325103	0.000246828080518	0.000563377042178	0.0125822774943	0.713041810794	0.272204226141
a20	3.19041094036e-06	1.23224469431e-05	2.98806800292e-05	7.4845953763e-06	0.00169126077814	0.000316776951973	0.000720078012926	0.0155863897981	0.630720236931	0.35091235538
</S>	1.62806545018e-06	6.26484434155e-06	1.51146272946e-05	3.80018585815e-06	0.00084787633077	0.000159415338687	0.000363060504763	0.00798761334905	0.481820438465	0.50879479769
