 	non	so	cosa	scrive	</S>
a46	7.25668419e-07	1.3884276675e-06	2.28100288e-05	0.999974975	1.32151005e-07
a8	9.00347256333e-07	1.73669315583e-06	3.05501029333e-05	0.999966708333	1.19871868333e-07
a31	4.75559975568e-07	9.38485981277e-07	1.81449110578e-05	0.999979969444	4.74181109444e-07
a13	2.72992931979e-07	6.16774056426e-07	1.29086730993e-05	0.999985056481	1.16940203648e-06
a31	2.05468620843e-07	5.09342379042e-07	1.11544654464e-05	0.999984885494	3.27499254549e-06
a28	1.12078140464e-07	2.77638786581e-07	6.3787432288e-06	0.999986828498	6.43999251516e-06
a31	8.0955092668e-08	2.00106311527e-07	4.78636188493e-06	0.999983409499	1.15399741717e-05
a37	5.57673284027e-08	1.29854459842e-07	4.49677877031e-06	0.999956749833	3.85479593906e-05
a31	4.74397729342e-08	1.06403252114e-07	4.43020182344e-06	0.999942149944	5.32832264635e-05
a11	2.94506941114e-08	5.3864725538e-08	3.21737164115e-06	0.999830603315	0.000166131255488
a31	2.37730646371e-08	3.67114429793e-08	3.00185212705e-06	0.999799101105	0.000197860069496
a20	3.23229418124e-08	2.35096514598e-08	1.63071828902e-06	0.997437700368	0.00256059525083
a31	3.81552224375e-08	2.20694018199e-08	1.75457146301e-06	0.996653400123	0.00334475719261
</S>	2.42661714688e-08	1.683004991e-08	2.11069108151e-06	0.998321350062	0.00167649825981
