 	se	avessi	visto	il	tempo	avessi	visto	le	nuvole	e	non	avevo	uscito	per	bagnarmi	</S>
a20	0.000133183222108	0.00047959710195	0.000303456213115	0.00012996297865	0.000121243808348	8.787372395e-06	2.5054337945e-05	2.2020738385e-05	7.195196775e-05	6.200153615e-05	0.0001201553928	0.000624835325	0.00189788322	0.000114213435	0.99299717	0.00288851185
a11	0.000138108414703	0.000509977283983	0.000327087392705	0.000140653388883	0.000128249212116	9.36280313167e-06	2.70027727817e-05	2.3721865295e-05	7.851716925e-05	6.754073305e-05	0.0001324044186	0.000650634728333	0.00085277842	8.88581143333e-05	0.994415256667	0.00240986025
a38	0.000100990478901	0.000404912037994	0.000267656919235	0.000116129838961	0.000107240633372	7.51507004389e-06	2.29244237272e-05	1.9853858265e-05	6.637031975e-05	5.529974035e-05	0.000109546063867	0.000551454262778	0.00051138612	8.34875307778e-05	0.995302418889	0.00227280131667
a37	0.0001048062663	0.000431387342665	0.000290014053078	0.000125166639654	0.000115560001124	7.68233701463e-06	2.40699769091e-05	2.0586526755e-05	6.856757325e-05	5.68104367833e-05	0.000113028104622	0.000571125337593	0.000404847876667	0.000103301936926	0.99493704963	0.00262598207222
a11	0.0001073524521	0.000378290320888	0.000251588731026	0.000102329313218	9.38521303747e-05	5.11182457154e-06	1.64339434697e-05	1.35977149183e-05	4.510141375e-05	3.82056555944e-05	7.85463782073e-05	0.000412082495864	0.000309395472222	0.000148672858975	0.99340897321	0.00459043815741
a13	0.000104266576033	0.000326477496963	0.000208635635675	8.00549787393e-05	7.85863927916e-05	3.43005312385e-06	1.12781061232e-05	8.9556323061e-06	2.89716349167e-05	2.44519031981e-05	5.07505154024e-05	0.000265296595288	0.000211049577407	0.000164934116325	0.992237387737	0.0061954393858
a37	6.90210106777e-05	0.000221017982321	0.000138531063892	5.23952559131e-05	5.42780315972e-05	2.20860940795e-06	7.46184650773e-06	5.82465630203e-06	1.88353656389e-05	1.53130043994e-05	3.16398378008e-05	0.000162765776763	0.000138332734469	0.000127051295442	0.992995045912	0.00596026479527
a31	4.38093098926e-05	0.000147304953107	0.000100160517964	4.12736423044e-05	3.75127561991e-05	2.22764920265e-06	6.72355716924e-06	5.19209396734e-06	1.5417942213e-05	1.28903701331e-05	2.91021026003e-05	0.000216990623921	0.00038287982349	0.000109601401814	0.992802281971	0.00604663806509
a24	3.55334296309e-05	0.000112490466702	8.17292693213e-05	3.62012437681e-05	3.1337557733e-05	2.24170950088e-06	6.41540995641e-06	4.81535908911e-06	1.26349569043e-05	1.07306530444e-05	2.49493405334e-05	0.00021258299264	0.000466832136163	0.000139227503938	0.908556477324	0.090265814155
a31	3.00646862103e-05	8.8875427234e-05	6.35370131071e-05	2.81687729227e-05	2.5782824911e-05	1.71701136696e-06	5.09096515214e-06	3.72914239637e-06	9.2192654681e-06	7.58337968147e-06	1.69784738445e-05	0.000132954782213	0.000385831407054	0.000145604242646	0.878661559108	0.120393317052
a39	1.27364936368e-05	4.50687247447e-05	3.60416490357e-05	1.71790673076e-05	1.32401933037e-05	1.15957079565e-06	3.42844858405e-06	2.51811379879e-06	6.20322835603e-06	5.05397252716e-06	1.16923223482e-05	9.79533614043e-05	0.000333671383351	0.000100722955549	0.942304289703	0.0570090503507
