 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest	anno	che	viene	per	medico	</S>
a31	0.046220395	0.001365474675	1.24660817e-05	1.2984659e-05	4.08285295e-06	2.08031245e-05	2.09775928e-05	0.029475167	0.00295606475	0.00168361315	0.029893131	0.00393870005	0.01738046315	0.077179095	0.00557059785	0.005839972	0.00308140275	7.4130584e-05	0.00027833107	0.60846791	0.16652427
a17	0.0319056936667	0.0113085194917	0.00120738530723	0.00113607018033	0.00034790185275	0.000844213691167	0.0005253604426	0.0243209966667	0.00744662591667	0.00561627981667	0.019370661	0.00510403751667	0.0116258889833	0.0344980663333	0.00532128331667	0.00511168833333	0.00319052648333	0.000232982981333	0.000613967223333	0.57408655	0.256185333333
a31	0.0220117265956	0.0139871612076	0.00159920761848	0.00150475670732	0.000460345409456	0.00110911633208	0.000681141431746	0.0213717947683	0.00846848784622	0.00656294438412	0.014204783756	0.00467581211889	0.00817951746643	0.0161737009878	0.00379864687056	0.00356773984011	0.00208105720111	0.000250080286444	0.000746763121111	0.60514474	0.263420496444
a17	0.0144090345719	0.0107133487795	0.0011030854889	0.00102545331632	0.000306460861692	0.000737453045717	0.000483623694794	0.0133779101355	0.00573731815607	0.00452389690661	0.00866334167467	0.00300894051963	0.00488669262748	0.00786527400593	0.00224231192185	0.00208906220904	0.00114822660704	0.000170186121481	0.00062040882037	0.59141535	0.325472637481
a31	0.0119050772173	0.0096235843935	0.00093771268146	0.000865686293809	0.000255166289952	0.000613566536562	0.000417789356146	0.0107136012244	0.00482708263522	0.00384436114787	0.00681743313556	0.00245409302588	0.00379073432516	0.00510737884531	0.00172734106195	0.00159941351301	0.00084231411568	0.000145035308827	0.00061124000679	0.585435153333	0.34746626316
a34	0.0111609270991	0.0038957534315	0.00031339508988	0.000289222721405	8.52241969722e-05	0.000205083575143	0.00014089067613	0.00367563864733	0.00165243012827	0.00131987665829	0.00251187232252	0.000920266644627	0.00148677765772	0.0027540498251	0.000815581675317	0.00073269812767	0.000430879701893	6.7571193609e-05	0.000667980902263	0.741012797778	0.225861128387
a1	0.012893427833	0.00331133797717	0.00016308101086	0.000150686282235	4.15640492574e-05	0.000103403433348	7.65978132433e-05	0.00225879100911	0.00101584690942	0.000822311516097	0.00177315747417	0.000630523298209	0.00108523081924	0.0024382242417	0.000656585671772	0.000583328509223	0.000322924093964	4.63692285363e-05	0.000585765924088	0.547145209259	0.423895699462
a35	0.011559611411	0.00644794865906	0.000374171920287	0.000355312100745	8.49317890858e-05	0.000219691521116	0.000146596819414	0.0048760665697	0.00218392530314	0.0017529586387	0.00340465499139	0.0010927775994	0.00178821560641	0.0026446652139	0.000844443437257	0.000813715889741	0.000402512974655	8.93205145121e-05	0.000544264631363	0.343050483086	0.617323753154
a31	0.009507743537	0.00618843187969	0.000386759208822	0.00036991286668	8.64038249176e-05	0.00022399065196	0.000141984320951	0.0048253917829	0.00215432284171	0.0017216928684	0.00327245377846	0.00103629370447	0.00168086560214	0.00240050963797	0.000807243805752	0.000792240449914	0.000455359211552	0.000107921001504	0.000739093293788	0.516563611029	0.446537716385
a20	0.00619134591233	0.0044388776199	0.000334480458333	0.000319478788659	7.69145201949e-05	0.000181989838908	0.000121101491464	0.00329741402063	0.00151474632124	0.00122611821163	0.00218852297415	0.00071856113949	0.00114572750071	0.00165039364599	0.000558582981917	0.000534389923305	0.000331191543851	7.60171525013e-05	0.000637397781263	0.525174110343	0.449282607462
a17	0.00940289597078	0.00766258020663	0.000565124119444	0.000550648662886	0.000130517110065	0.000314536226303	0.000209224643821	0.00616782767354	0.00276363570708	0.00221048950388	0.00398253009138	0.0013032188465	0.00204369273357	0.00254296091533	0.000919927613972	0.000889637094435	0.000469286984617	0.000123052926167	0.000649215093754	0.314585096781	0.642513925821
a20	0.0144796959903	0.0111484357355	0.000733760073148	0.000731821420962	0.000167359076688	0.000435595618768	0.00026949474794	0.00991511622451	0.00427244316903	0.00335781206796	0.00639492469713	0.0020309946155	0.00322805557786	0.00401212713844	0.00147497170466	0.00146492063148	0.000800900444872	0.000209874182056	0.000925565064585	0.319170795594	0.614775365274
