 	non	aveva	cosa	a	fare	</S>
a31	3.68497775e-07	1.938338415e-05	0.000354674165	0.41650784	0.51981464	0.0633030885
a18	1.49639088417e-05	5.503499815e-05	0.000182908695	0.179961134567	0.614528933333	0.205257021833
a24	1.98359180006e-05	6.640678245e-05	0.000115713414067	0.062111884889	0.592667097778	0.345019083944
a20	0.000175359720054	0.00025881475055	0.000147341010422	0.0221986778297	0.513662259259	0.463557561315
a31	0.000227164713979	0.00032278905275	0.000160147255141	0.0212930580099	0.566175493086	0.411821330438
a18	8.5377127621e-05	0.000122653951483	6.25699947137e-05	0.0202763356033	0.551013861029	0.428439186813
a31	3.81142370995e-05	5.59614947477e-05	3.00755132379e-05	0.0184736858011	0.54547803701	0.435924137604
a17	1.3703291159e-05	2.05335245026e-05	1.3830912646e-05	0.017805841737	0.554368742337	0.427777374535
a20	5.710004273e-06	8.9854512342e-06	5.85628424867e-06	0.00605763816567	0.333733477446	0.660188344845
a31	2.133580351e-06	8.19916147807e-06	2.74405768829e-05	0.0150414995052	0.470771405815	0.514149330282
</S>	1.1929625855e-06	1.1243552739e-05	5.14140684414e-05	0.0269743097526	0.661619472908	0.311342388141
