 	deve	che	entra	da	qui	</S>
a31	2.00898455e-05	0.000814480043	0.4421145571	0.001119534325	0.549602548	0.00632881225
a21	0.00103731740317	0.00241442627633	0.170732243767	0.002675647925	0.819399949333	0.00374043581667
a31	0.00137410952008	0.00293579208248	0.0793044564257	0.002942479105	0.910954606444	0.00248856403889
a20	0.000543299145713	0.00114156625119	0.0287021852119	0.001426249065	0.965538545481	0.0026481435463
a11	0.00266903963524	0.0071939216504	0.112517306304	0.00322818452167	0.86853968516	0.00585184651543
a31	0.00329774389275	0.0090753433548	0.140962834435	0.00374676419389	0.83680983172	0.00610744700514
a37	0.00409563247858	0.00726188392293	0.0925586104783	0.00248971238463	0.88183234724	0.0117617845017
a31	0.00437749094619	0.00673197564098	0.0853004901594	0.00263179182821	0.887423115747	0.0135351404672
a8	0.00154100428873	0.00240063893366	0.0404838841865	0.0018113352294	0.910517005249	0.0432461324557
a31	0.000663237666243	0.00119393869789	0.0439758671955	0.00224222696313	0.898458918416	0.0534657742186
a46	0.000314165864748	0.000740775931297	0.0447544452652	0.00235457741771	0.840516962805	0.11131904814
a31	0.000302862667583	0.000788521542432	0.0449568176217	0.00232528740257	0.820466444268	0.13116006478
</S>	0.000442491263791	0.00120010757122	0.0674572358109	0.00343891570129	0.859944622134	0.06751661549
