 	vuole	vuole	mangiato	caldo	</S>
a37	0.0293992759817	0.11621585774	0.0965398485	0.732163875	0.0256811475
a31	0.0293949323151	0.11606030602	0.0937799988333	0.743644125	0.0171206348333
a41	0.00988542698289	0.039117334813	0.0351030039444	0.904565295	0.0113289442778
a31	0.00338225700942	0.0134695933961	0.0154915412448	0.958437018333	0.0092196270926
a11	0.00113171819026	0.00451111858375	0.00579920607827	0.979587359444	0.00897065553087
a20	0.00041332591542	0.00161936477458	0.00292973209276	0.917868053148	0.0771695750103
a31	0.000169566757141	0.000634320447447	0.00160768140759	0.902507631049	0.0950807884701
a18	7.62916863817e-05	0.000248151518402	0.00077132493253	0.75154001035	0.247364179623
a31	4.52061101252e-05	0.000119594100157	0.00059667521751	0.701051070117	0.298187433474
a20	1.59074653064e-05	4.1193080509e-05	0.000435380389503	0.584908496039	0.414599001425
a21	6.2410981588e-06	1.50412898697e-05	0.000150186159034	0.226683254013	0.773145283808
</S>	3.2839847644e-06	7.85975983485e-06	7.7439877817e-05	0.133109651006	0.866801791904
