 	avete	cucinato	le	verdure	</S>
a20	0.16829575923	0.03138397694	0.051982172	0.538893525	0.209444535
a31	0.168207644743	0.0312574860427	0.0688292353333	0.582134775	0.149570825
a37	0.057690378014	0.0117832267436	0.0701545607778	0.734783615	0.125588211667
a10	0.0212157302047	0.00563504264787	0.0323021715926	0.788917128333	0.151929913889
a20	0.0077264859149	0.00233916765929	0.0146783233975	0.788085596111	0.187170411296
a28	0.0042573442183	0.0012525497631	0.00672361866583	0.736070062037	0.251696433765
a20	0.00371098823943	0.00100779302103	0.00471998158861	0.671290997346	0.319270221255
a33	0.00262947927981	0.00071291686701	0.0039604016962	0.573155899115	0.419541290418
a8	0.00169735025994	0.000486477899003	0.00339611259873	0.499435166372	0.494984903473
</S>	0.00134097757997	0.000392971974501	0.00315424014937	0.481761433186	0.513350386737
