 	forse	stanno	ancora	svegli	</S>
a31	5.398899785e-06	0.00019757165935	0.3227243592	0.65971707	0.0173555985
a10	4.3393495785e-05	0.00019653953935	0.112811402867	0.873635136667	0.0133135318333
a20	8.69641619283e-05	0.000337899279783	0.0436030327557	0.931920445556	0.0240516939444
a31	6.00883787877e-05	0.000255271706934	0.0169737824419	0.959081148519	0.0236297422148
a18	5.10744644075e-05	0.000238755132651	0.00660977367063	0.911141649506	0.0819587516383
a31	4.80695179703e-05	0.000233248592335	0.00315342470688	0.895350803169	0.101214430113
a35	3.03956848246e-05	0.000154793415563	0.00135912569896	0.811201887723	0.187253792938
a31	2.45044572286e-05	0.000128642326254	0.000771940269653	0.783247762574	0.215827149646
a10	1.23456340299e-05	6.75929464847e-05	0.000365018149884	0.708321220858	0.291233795215
a20	9.01442200997e-06	5.30921671616e-05	0.000225841856628	0.451917593619	0.547794431738
a29	6.72751300332e-06	5.86433773872e-05	0.000236473535543	0.363770151206	0.635928010579
a20	8.21169300111e-06	9.73559157957e-05	0.000360170025181	0.337898850402	0.66163543686
a31	6.98150390037e-06	8.61510202652e-05	0.000776819408394	0.506177000134	0.492953058953
a28	3.70529123346e-06	4.07211431551e-05	0.000774356446798	0.479097804378	0.520083432984
a8	1.41276635449e-06	1.51623494517e-05	0.000268590390599	0.207923225793	0.791791610995
a21	7.59720261497e-07	7.64746181723e-06	0.0001259107732	0.151024598598	0.848841060332
</S>	7.00271980749e-07	6.85900340862e-06	0.0001086677546	0.156762279299	0.843121465166
