 	quest	anno	che	viene	mangio	quanti	voglio	</S>
a23	0.20152358712	0.1658366075	0.061481804595	0.004410405355	0.00564956175	0.00099779839	0.19765307	0.3624472015
a31	0.20147819073	0.165765014874	0.0613824140489	0.00434771766047	0.00411885253333	0.00056884447	0.231352886667	0.330986124833
a37	0.0776835386004	0.0653956529991	0.0270406002002	0.00266177362896	0.00374447156111	0.00047726167	0.360879085556	0.462117631611
a20	0.0454832828668	0.0411056409997	0.0209407054001	0.00315452307632	0.00648611028704	0.000623434323333	0.419786251852	0.462420037204
a31	0.0242258439944	0.0228685226203	0.0123281705421	0.00210686134494	0.00511163324901	0.000541950534444	0.480870337284	0.451946682401
a7	0.00970009903695	0.00897883932718	0.0046857746894	0.000797705211147	0.00203591363634	0.000324019048148	0.441448012428	0.532029637467
a10	0.00609869057898	0.00558380234239	0.00275160719647	0.000480604623716	0.00143863537878	0.000238244496049	0.361646170809	0.621762235822
a41	0.00811881809299	0.00711917801413	0.00279838279882	0.000433358104572	0.00141247142626	0.00019616461535	0.32701060027	0.652911055274
a37	0.0262854133643	0.0211192405047	0.00575926279961	0.000546380221524	0.00145921224209	0.00016039588845	0.264978516757	0.679691588425
a14	0.146612680121	0.0968359795016	0.0197729339332	0.00138199747384	0.00215169474736	0.000138066949483	0.185866015586	0.547240626142
a31	0.168654682707	0.108353389501	0.0215280678111	0.00146832182461	0.00209431448245	0.000104962429828	0.190503055195	0.507293188714
a20	0.0578859211023	0.0377974117337	0.0079692301537	0.000553128990203	0.000978133480817	7.60684999427e-05	0.195379916398	0.699360162905
a31	0.0203535642508	0.0133864346946	0.0029033539079	0.000201590162068	0.000543212513606	0.000125427559981	0.274761616799	0.687724800968
a37	0.00688629272027	0.00459938127487	0.0010718923973	7.74955771227e-05	0.000366894651869	0.000133669927994	0.2882873256	0.698577046989
a7	0.00269256942676	0.00181740742829	0.000427398440433	2.91384421409e-05	0.000147319727956	6.7968053998e-05	0.144401508533	0.85041668233
a10	0.00260450204225	0.0018101328861	0.000420502616811	2.02459153803e-05	0.000108935845985	5.1539494666e-05	0.108702882844	0.886281227443
a7	0.00359274584742	0.00249739506203	0.00057733887227	2.31084617934e-05	0.000123728588662	5.18456328887e-05	0.0993711742813	0.893762642481
a39	0.00392589611581	0.00273492645401	0.00066364637409	2.63530655978e-05	0.000144460146221	5.70838542962e-05	0.0939519397604	0.898495697494
a10	0.00427330580527	0.00294900715134	0.000746152691363	2.92137891993e-05	0.000158642135407	6.19389350987e-05	0.0923704715868	0.899411269165
a32	0.00452563036842	0.00306781595045	0.000766046530454	3.06209567331e-05	0.000166851918469	6.15110146996e-05	0.0953936858623	0.895987876388
a19	0.161460645789	0.0830409291168	0.0142857197768	0.00111088802491	0.00165922034282	9.71398362332e-05	0.0869874572874	0.651358075463
a31	0.212614469163	0.108939405839	0.0186207373023	0.0014657018683	0.00214490686761	0.000116142137078	0.0897152540958	0.566383461821
</S>	0.106812355432	0.0548364971195	0.00941594071615	0.00074074507415	0.0011433712638	9.7986361039e-05	0.102825874548	0.72412731091
