 	lo	sentii	che	arrivò	</S>
a11	6.50119785e-06	2.33243535e-05	0.00201294271	0.9979089	4.8345082e-05
a31	6.45862114873e-06	1.98745215502e-05	0.000751113046667	0.9991921	3.044634932e-05
a28	5.6009442483e-06	1.41572792336e-05	0.000302598578889	0.999621333333	5.62858994267e-05
a37	6.43584624943e-06	1.53344964112e-05	0.000172747121296	0.999618091111	0.000187354033142
a20	7.95969058314e-06	1.60203051371e-05	0.000117964786765	0.99898721037	0.000870795544381
a31	7.36388411171e-06	1.35556325457e-05	0.000104258401588	0.99889463679	0.000980174464127
a1	3.15639772879e-05	6.59905170152e-05	0.000244189961863	0.99777887893	0.00187939850404
a0	5.24290807626e-05	0.000101397315672	0.000320738170621	0.994540509643	0.00498494683468
a17	4.06955562542e-05	6.27842398907e-05	0.00020248440354	0.991292619881	0.00840142994489
a31	0.000166220509751	0.000751893511297	0.00204819479785	0.990018263294	0.0070154336483
a0	0.000202681015917	0.000978507353432	0.00267009377928	0.988527661098	0.00762104988277
a46	7.56930009723e-05	0.000337955723811	0.000958872306427	0.981095803699	0.0175316746276
a31	9.85348799908e-05	0.000388598250937	0.00141536813548	0.981412634566	0.0166848718092
a18	0.000103414042397	0.000402201975579	0.00155725838316	0.977550478189	0.0203866822031
a31	4.39397145323e-05	0.000180951827126	0.00105380113239	0.97610910273	0.0226122640677
a39	2.37888685374e-05	0.000106481480599	0.00087856747013	0.95222971091	0.0467614793559
a31	9.0399870058e-06	4.27650627563e-05	0.00050656948271	0.941555520303	0.057886108452
a46	4.07773663427e-06	2.13333803508e-05	0.00037610586647	0.888851323434	0.110747174817
</S>	2.04373706563e-06	1.06971378234e-05	0.000190818141585	0.814615761717	0.185180702408
