 	la	pasta	vuole	sale	</S>
a31	2.74099555e-05	0.000390083388	0.3088241115	0.57712026	0.113638095
a15	0.0010878011955	0.00118419885467	0.127361528167	0.689844096667	0.180522365
a31	0.00143981681145	0.00143876159842	0.0519119495557	0.750146975556	0.195062504333
a13	0.000535460736766	0.00053159430634	0.0203538810186	0.718299845185	0.260279227444
a31	0.000234009504141	0.000229194562473	0.00884554967287	0.709139848395	0.281551382815
a6	0.000128026949932	9.9201897851e-05	0.00441051017762	0.616558139465	0.378804087938
a31	9.2713608078e-05	5.6008224217e-05	0.00378440781254	0.585064969822	0.411001871313
a46	3.92256061267e-05	2.17458530057e-05	0.00346437086418	0.551754734941	0.444719912438
a31	2.16421216089e-05	1.20020924686e-05	0.00625877691473	0.533361043314	0.460346544146
a46	8.06945320297e-06	6.1001496562e-06	0.00716996950391	0.516306651105	0.476509188049
a20	3.35065503099e-06	2.29036411873e-06	0.00239983294497	0.228599313702	0.768995196016
</S>	1.78201081049e-06	1.20754235936e-06	0.00120666158949	0.166234426851	0.832555948008
