 	non	ho	cosa	è	da	mangiare	</S>
a31	1.0272134e-07	2.31020494e-07	6.11226023e-07	0.00013072465165	0.00846254609	0.98638565	0.0050201145
a8	0.00010689638851	0.000164581583961	0.000183564177723	0.00105559596832	0.00424796542333	0.94862805	0.0456133391667
a31	0.000142487802287	0.000219353041576	0.000244530760577	0.00136324239238	0.00275676720878	0.936208283333	0.0590653765222
a37	5.27906115462e-05	8.12447757809e-05	8.92771258616e-05	0.000498884623731	0.00103273532393	0.807817444444	0.190427652307
a20	2.37621611821e-05	3.6636374127e-05	3.88758666205e-05	0.00022034839591	0.000480876354643	0.561801364815	0.437398130769
a31	8.79136923054e-06	1.36398887661e-05	1.430866054e-05	8.30400198043e-05	0.000200766711548	0.649137821605	0.350541637256
a17	5.10413671336e-06	7.81172777914e-06	7.65102384645e-06	4.02011547691e-05	9.11998681827e-05	0.582452597202	0.417395456085
a20	4.10317710445e-06	6.24252502638e-06	5.76172848215e-06	2.79365797897e-05	4.86296093942e-05	0.259347642401	0.740559702028
a31	1.59745927905e-06	2.45781538079e-06	2.25402267105e-06	1.16046626632e-05	9.97838554647e-05	0.4478243008	0.552058015343
a39	6.43804970583e-07	9.89465122263e-07	8.89519220683e-07	4.77578708773e-06	0.000114668526322	0.491459609267	0.508418453114
a35	3.52210275194e-07	5.42481810754e-07	4.69227715228e-07	2.54046067258e-06	4.18921240407e-05	0.187555895422	0.812398337705
a39	2.28957593398e-07	3.68145650251e-07	3.11885513409e-07	2.50020786753e-06	2.40814044469e-05	0.095500448474	0.904472065902
a46	3.09223301133e-07	5.0944242675e-07	4.28096701136e-07	4.73073645584e-06	3.26141638156e-05	0.0788861994913	0.921075188634
a35	4.38624440378e-07	7.25661585583e-07	6.14243763712e-07	7.99971248528e-06	5.71969112719e-05	0.0899821318304	0.909950876211
a31	1.93524296679e-06	3.61785442853e-06	3.1948829079e-06	7.56540266618e-05	0.000702547357091	0.23793324261	0.76127983207
</S>	3.37168798339e-06	6.40700921426e-06	5.68532145395e-06	0.000141509063331	0.00133132167855	0.373975946305	0.624535806035
