 	venne	scritto	</S>
a31	0.287213145	0.554100305	0.1586865275
a28	0.221864491667	0.679320765	0.0988147241667
a8	0.150700087222	0.760183001667	0.0891169213889
a31	0.149294795741	0.776879300556	0.0738259131296
a20	0.114232191247	0.782868046852	0.102899740377
a31	0.0961108964157	0.791464995617	0.112424109459
a13	0.0864528898052	0.775881575206	0.137665552486
a29	0.0341611312684	0.740757421735	0.225081457495
a39	0.0182026087561	0.694592680578	0.287204705832
a31	0.0395934875854	0.717825346859	0.242581170277
a35	0.0435080083951	0.65636729562	0.300124721759
a31	0.0533675319984	0.62530575854	0.321326737253
</S>	0.0831172909992	0.71438874927	0.202493998626
