 	vengono	vestiti	dai	genitori	</S>
a31	1.65865615e-05	0.00126678745	0.995803175	0.0029002300975	1.31807215e-05
a46	0.000213596863833	0.00242404531667	0.679658908333	0.314761484699	0.00294192126917
a18	0.000396910147944	0.00460211243889	0.269154712778	0.719612011566	0.00623423842306
a31	0.000261904185648	0.0051802475463	0.438527500926	0.551625209189	0.00440516545769
a11	0.000298038164883	0.00550205841543	0.511862906975	0.47658259173	0.0057544481359
a31	0.000309835270494	0.00557045840514	0.536043972325	0.45187105891	0.00620469650997
a39	0.000175372679031	0.00365475170171	0.517624778775	0.46930824797	0.00923689730132
a31	0.000130600633677	0.00298062190057	0.512244597592	0.474396171657	0.0102480889094
a35	6.28112392257e-05	0.00224144682352	0.499069261197	0.483453646219	0.0151728751121
a31	4.04962386419e-05	0.00198074176451	0.493848932399	0.487313494406	0.0168163432607
a18	2.08489064473e-05	0.00182010635484	0.4897328	0.486877977135	0.0215482569769
a0	1.34904971491e-05	0.00065019823628	0.168382010867	0.801977475712	0.0289768153256
a31	2.1478705383e-05	0.00221913893009	0.371107875289	0.611087537571	0.0155640191685
a37	2.30313484943e-05	0.00272827548836	0.437290721963	0.537727374857	0.0222306517828
a20	8.41119376477e-06	0.00091489948832	0.148336551688	0.815622568286	0.0351175705943
a31	3.94754588216e-05	0.00199594697664	0.290785831396	0.684006839429	0.0231718932981
a41	4.97125270639e-05	0.00235536696748	0.338691827799	0.632460196476	0.0264428641994
a20	1.67074488113e-05	0.000787067863927	0.115387009366	0.842138395492	0.0416707980665
a31	2.05932596038e-05	0.000772688487476	0.182673259222	0.784207851831	0.0323256040222
a20	2.18493749699e-05	0.000767379032192	0.204832856007	0.75703983061	0.0373380993407
a39	7.3201599333e-06	0.000256657172931	0.0703834966023	0.87632190687	0.0530306107802
a46	2.49038655043e-06	8.66571314103e-05	0.0260894520341	0.92542505229	0.0483963055934
a41	8.96225778143e-07	3.03175239368e-05	0.0118994475114	0.946764150763	0.0413051828645
</S>	5.13729684072e-07	1.66327602684e-05	0.0089468617557	0.952354925382	0.0386810864323
