 	il	dito	si	gonfiò	</S>
a39	0.000197033102	0.0373944725	0.960167615	0.00183836355	0.00040260328
a13	0.000226613178667	0.0142394538	0.984136281667	0.00116084046333	0.00023689021
a31	0.00011267226356	0.005265911625	0.993830127222	0.00066564414611	0.000125655473467
a20	5.39031128579e-05	0.00188423989	0.996315529074	0.00142535592704	0.000320946964622
a31	3.43128136985e-05	0.0007536452755	0.997149683025	0.00167652334901	0.000385818799041
a11	1.50468279787e-05	0.000289132424	0.993151547675	0.00539237748967	0.00115186014385
a31	8.62598146703e-06	0.000142753032667	0.991805962558	0.00663484772656	0.00140775411028
a39	3.79019772981e-06	7.06182972223e-05	0.964652134186	0.0281670268055	0.00710636866576
a31	2.19607614594e-06	8.34509607408e-05	0.955540878062	0.0353640173905	0.00900938683959
a41	8.98021684647e-07	8.23157099136e-05	0.884674406021	0.0846183209188	0.0306240035642
a46	4.68504834882e-07	3.36144480712e-05	0.73275151534	0.19034024364	0.0768741198547
a31	2.73385938496e-06	0.000282393961124	0.779973938447	0.154520112547	0.0652207862516
</S>	5.19976619248e-06	0.000544878730562	0.886149369224	0.0798708732735	0.0334296425758
