 	essendosi	vestito	</S>
a46	0.5180653	0.48164109975	0.000293578815
a31	0.46190669	0.537812566583	0.000280711688667
a18	0.431374267667	0.568391602194	0.000234086869889
a31	0.334793393556	0.664987724065	0.000218856120363
a20	0.300306676719	0.699246318022	0.000446977770521
a46	0.10198429944	0.896683642674	0.00133205945684
a20	0.0347762331933	0.962311564225	0.00291221768561
a31	0.0556302694444	0.941711254742	0.00265848249387
a0	0.0630397314815	0.933707584914	0.00325268039662
a46	0.0224536479272	0.971141728305	0.00640461303221
a35	0.00906772550907	0.984199909435	0.00673234834407
a46	0.00524535073636	0.989209036478	0.00554560324802
a24	0.00362609791212	0.990032945493	0.00634098154934
a46	0.00345378803737	0.989987781831	0.00655847904978
a24	0.00336373471246	0.98918976061	0.00744655054993
a31	0.00537749073749	0.98759248687	0.00703005524998
</S>	0.00827919036875	0.986815493435	0.00490534122499
