 	non	ha	che	li	aspettiamo	</S>
a46	4.93300717744e-05	0.000110820770886	0.000496564262338	0.004201645925	0.994982885	0.00015868746683
a31	4.93300640935e-05	0.000110820694412	0.000496546016013	0.00412502382543	0.995059565	0.000158652839202
a15	2.18734248666e-05	4.7445538921e-05	0.000214270127238	0.00238267975891	0.997171921667	0.000161759373326
a31	1.27212118081e-05	2.63204870943e-05	0.000120178159674	0.0018019391164	0.997875993889	0.000162810219562
a28	5.18651498858e-06	1.05417909521e-05	4.96139318191e-05	0.00100943543557	0.998722031296	0.000203169781641
a20	3.69529452953e-06	7.31078721737e-06	3.79710786064e-05	0.00126367677852	0.996589543765	0.00209776923388
a11	1.03463431765e-05	2.62870781725e-05	0.000212474106202	0.00753493489284	0.987020331255	0.00519563187796
a31	1.15509389652e-05	3.06074186522e-05	0.000259299425467	0.00938074211095	0.985963060418	0.00435477036132
a11	9.70390289473e-06	2.47675301454e-05	0.000200332525222	0.00706255785032	0.989025620139	0.00367702508911
a31	9.09543513024e-06	2.28371641651e-05	0.000180977220907	0.00649983701677	0.98983109338	0.0034561497357
a46	6.94908554208e-06	1.45838751717e-05	8.8045999469e-05	0.00316535333892	0.95532830446	0.0413967390512
a31	6.26530856403e-06	1.19069759006e-05	5.8527953423e-05	0.00281686921297	0.94300000482	0.0541064456704
a11	4.89340190468e-06	9.6478268102e-06	4.81017614077e-05	0.00266850943766	0.930586951607	0.0666819478768
a31	4.50990650156e-06	9.0833737834e-06	4.91769458026e-05	0.00486507101255	0.923901250536	0.0711709287589
a11	1.82012115385e-06	3.69079687447e-06	2.49333480675e-05	0.00518258945085	0.821013273512	0.173773682386
a46	8.1357255595e-07	1.61014662749e-06	1.00983831892e-05	0.00180045977595	0.562190581171	0.435996420795
</S>	4.22779354975e-07	8.34181167745e-07	5.1878361446e-06	0.000909295656475	0.438494240586	0.560590010398
