 	forse	sono	usciti	</S>
a23	0.0083339784885	0.2752921498	0.716197135	0.0001767054
a31	0.0083280742515	0.290780388267	0.700570635	0.000320905603333
a23	0.0034346915725	0.200508021089	0.795687755	0.000369539851111
a31	0.00180592154083	0.177864513696	0.819872661667	0.00045691677037
a10	0.00063933103361	0.0915652505653	0.907294463889	0.000500943733457
a37	0.00025675005587	0.0440974631884	0.955365697963	0.000280080117819
a31	0.000105609244123	0.0243732550628	0.975332065988	0.00018908018594
a37	3.77127973743e-05	0.0122210817776	0.987292038663	0.000449139865313
a31	1.60207531581e-05	0.0128824220159	0.986580009554	0.000521515981771
a39	7.7505910527e-06	0.0129053999753	0.983688149851	0.00339866672059
a31	4.07357814842e-05	0.0320149109618	0.963503983284	0.00444030943353
</S>	7.69895407421e-05	0.0574620804809	0.940076991642	0.00238387400676
