 	vuole	pianto	</S>
a39	0.073108142	0.92314085	0.003750998965
a31	0.0318310186667	0.966555866667	0.001613124915
a41	0.0136465810389	0.985371958889	0.000981493271667
a31	0.00599450502963	0.993281606296	0.000723912187222
a37	0.00325196785321	0.995809952099	0.000938102875741
a11	0.00135795896107	0.996345554033	0.00229650749191
a39	0.00098313265369	0.991862371344	0.00715447216397
a31	0.00147230225123	0.990209607115	0.00831805138799
a46	0.00140911748374	0.960843019038	0.037747861796
a31	0.00165748362791	0.949171086346	0.049171435432
</S>	0.00242284601395	0.969058613173	0.028518529966
