 	l	ha	scritta	</S>
a20	0.0049871915205	0.02047270455	0.96636781	0.00817237475
a31	0.00498171174298	0.0199247676577	0.96977919	0.00531440098333
a35	0.00170363441714	0.00720095959357	0.985905096667	0.00519036069444
a31	0.000610939902498	0.00295795512839	0.990930432222	0.00550070879815
a35	0.000209753086951	0.00108609126333	0.986754744074	0.0119494280327
a31	7.60238380762e-05	0.000461635722277	0.985390648025	0.0140717181776
a41	2.70362250513e-05	0.000181535041926	0.943802592675	0.0559888492259
a31	1.07087857884e-05	8.96259069753e-05	0.929560274225	0.070339363842
a11	4.19470156747e-06	4.08174039918e-05	0.785063964742	0.214891002047
a18	2.09524781916e-06	2.23978907639e-05	0.417167730914	0.582807747349
a13	9.05596516387e-07	8.4932683213e-06	0.161247185305	0.838743395783
</S>	6.51780378194e-07	5.19830511065e-06	0.0967422011525	0.903251947891
