 	sta	seduta	nel	giardino	</S>
a20	0.00360990867	0.00163983163	0.0009219947725	0.91842264	0.0754055865
a17	0.00442141969	0.00174795044333	0.000338099115833	0.902911443333	0.0905810941667
a20	0.00279239293	0.00119969006444	0.000139409347611	0.898905621111	0.0969629367222
a31	0.00143769810973	0.000924706204813	0.000483261348204	0.92600685037	0.0711475264407
a17	0.000656925819643	0.000681052778271	0.000605716569401	0.907828003457	0.0902283276802
a31	0.000395908198914	0.00084565903609	0.00111671344313	0.901754467819	0.0958872776601
a46	0.000178916552005	0.000863975375363	0.00129116178771	0.853021189273	0.144644787653
a31	0.000106530978945	0.00153083618845	0.00165094466924	0.835912063091	0.160799623651
a20	5.16898525917e-05	0.00174162868115	0.00176601939641	0.78157353103	0.214867102317
a31	3.34678082472e-05	0.00244619017872	0.0017948816388	0.762548703677	0.233176746339
a20	1.57043384657e-05	0.00267687400857	0.00180396406627	0.720952117892	0.27455135768
a18	1.02327326552e-05	0.00089781168969	0.00064737467709	0.601638205964	0.396806409227
a46	5.5630879184e-06	0.000304630312397	0.00027247596403	0.598858581988	0.400558756409
a20	5.6373629728e-06	0.000110844746799	0.000169760901343	0.581513707329	0.41820006547
a31	3.21098744576e-05	0.00700458008027	0.00247240177711	0.693774935776	0.296716025157
a18	3.96009626192e-05	0.00930320124009	0.00332397659904	0.679357198592	0.307976045052
a31	1.98463253397e-05	0.00926852096003	0.00249012020635	0.681960852864	0.306260638351
a0	1.22896254182e-05	0.00925167524044	0.00217049756212	0.623855910955	0.364709602784
a31	6.1067849444e-06	0.00448971053391	0.00132065014737	0.611925080318	0.382258460928
a8	4.01885995957e-06	0.00290107835007	0.000995323029123	0.601706543439	0.394393046976
a31	2.01296399796e-06	0.00121323958879	0.000628888313041	0.593897131146	0.404258707325
a18	1.34351825179e-06	0.000650730347897	0.000521820014347	0.561588047049	0.437238027442
a31	1.01450396973e-06	0.000361272867599	0.000427079658116	0.542667369016	0.456543220481
a17	9.0454724936e-07	0.000264585177633	0.000379970179372	0.536587733005	0.462766784827
</S>	4.52588263855e-07	0.000132776771467	0.000261659229686	0.359017581502	0.640587542414
