 	non	sapeva	dove	a	stare	</S>
a20	0.050222112	0.3253383485	0.168535085	0.03216824385	0.4146497225	0.00908650265
a31	0.0892934586667	0.375787962833	0.309221088333	0.04635513585	0.171267223167	0.00807512778333
a37	0.0837760865556	0.183414505944	0.516805996111	0.0602721912833	0.137827748389	0.0179034521611
a38	0.0354248878519	0.0946475383147	0.62997876537	0.0344476187611	0.185590489463	0.0199106881704
a31	0.161333781284	0.0969816641049	0.47116540179	0.053087618587	0.200987786488	0.0164437365068
a41	0.238221843761	0.0861130767016	0.21604669393	0.178314112862	0.235310285496	0.0459939635023
a10	0.137605299254	0.0583151892339	0.11534092131	0.277031897621	0.358156228499	0.0535504661674
a20	0.0751001777513	0.041261529078	0.0821743771033	0.288132269207	0.480051096166	0.0332805680558
a9	0.0472599439171	0.033423687026	0.0922481557011	0.301101143069	0.484178025389	0.0417890616853
</S>	0.0397504189585	0.031567478013	0.102239782851	0.306752186534	0.465111322695	0.0545788478426
