 	il	ladro	è	entrato	da	qui	</S>
a31	0.445635335	0.054838946	0.0875409045	0.0013590733715	0.36147024	0.017102755865	0.0320527975
a17	0.201030435	0.346261828667	0.0865049836667	0.0005001174415	0.335994739167	0.00704579853167	0.0226621428333
a37	0.160780888333	0.652637642889	0.0547456967222	0.000285960623833	0.113001390122	0.00581678731056	0.0127316746111
a35	0.154193146111	0.681714764296	0.109266542241	0.000522053947944	0.040441795474	0.00476493313685	0.00909679955037
a18	0.29793235537	0.550058338099	0.124998750747	0.000950862315981	0.0201172456913	0.00261908314562	0.00332340693679
a31	0.44079910179	0.3415618727	0.094211275249	0.000805896685327	0.103307404897	0.00483887724854	0.0144755780523
a24	0.39167058393	0.2057407209	0.095872485083	0.000599709321776	0.269026858299	0.00799987441618	0.0290897560174
a31	0.277303174643	0.1374570303	0.109406816694	0.00174211575393	0.417251342766	0.00774532033873	0.0490942233391
a16	0.155146524881	0.0899738444333	0.0944514742313	0.00336622605131	0.581532490922	0.0112950233129	0.064234448113
a31	0.118213681627	0.0773363091444	0.0869490134104	0.0274793036838	0.508420326974	0.0344248154376	0.147176555038
a46	0.113393897209	0.0918186963815	0.10031921447	0.0532255478946	0.301219078991	0.0556834934792	0.284340075013
a31	0.0999521157363	0.0852720621272	0.09092495149	0.0631309126315	0.203588599664	0.0630662061597	0.394065171671
a46	0.0843651502454	0.0787356993757	0.0809737304967	0.0685362562105	0.121102334555	0.0658941210532	0.50039272389
a31	0.0785631717485	0.0760356284586	0.0769932101656	0.0710066324035	0.0918407628517	0.0684114946844	0.537149127963
a35	0.0725370929162	0.0710922901529	0.0715890147219	0.0688826824678	0.0776000032839	0.0687150835615	0.569583875988
a31	0.0713139933054	0.0702301707176	0.0705645162406	0.0691793508226	0.0736907100946	0.0701789478538	0.574842341996
a8	0.0722107831018	0.0716284579059	0.0717908410802	0.0708500446075	0.0731473380315	0.0707673159513	0.569605243999
a31	0.0742699943673	0.073841380302	0.0739490993601	0.0732342125358	0.0749108240105	0.0729010119838	0.556893494666
</S>	0.0819380241837	0.081620970151	0.0816746496801	0.0811183562679	0.0820123420053	0.0805712709919	0.511064397333
