 	puoi	non	parlare	di	questo	con	Anna	</S>
a31	0.0474682695	0.0966540005	0.064015843	0.055420285	0.437100155	0.0576466055	0.1231213385	0.11857350975
a20	0.0271859305	0.040732512	0.0463661287673	0.0319270011	0.682755835	0.0848038418333	0.0464255905	0.0398031551433
a11	0.0123547604333	0.0149297109333	0.0154963251364	0.0123238841667	0.803585778333	0.110600703944	0.0172117898	0.0134970378544
a10	0.00474692799443	0.00615962057777	0.00526628979213	0.00496358075557	0.800272979444	0.166831004648	0.00716990943333	0.0045896797368
a39	0.0103075259148	0.0685755216926	0.00373105956404	0.00788173025186	0.597727233148	0.304390774883	0.00561306567778	0.00177308818427
a7	0.0402815253049	0.195540237231	0.00875026052135	0.0152380484173	0.314946447716	0.409857864961	0.0126422282259	0.00274341062809
a37	0.0877438117683	0.30555351241	0.0175666141738	0.0232179398058	0.164402174572	0.37222334832	0.0238561260753	0.0054365145427
a8	0.166225507256	0.42556302747	0.0217415467246	0.0278146976019	0.096396567524	0.235051091773	0.0224651340251	0.00474244541423
a18	0.317852939085	0.391365359157	0.0216927615749	0.0248162602006	0.0799970831747	0.127186870924	0.033106835675	0.00398186003808
a46	0.486768669695	0.239689776386	0.0206234328583	0.0189457197335	0.0970509843916	0.0898485589747	0.041008167225	0.00606462734603
a31	0.461898359898	0.155661248795	0.0179774859528	0.0187973585778	0.155226931464	0.0703593436582	0.092919581075	0.0271596471153
a18	0.333434416633	0.102666171265	0.0280203746509	0.0436074125259	0.242863400488	0.0748762878861	0.127138853692	0.0473930690384
a24	0.277633822211	0.076553578755	0.035698009217	0.059403292842	0.264703853496	0.084840665962	0.116593014564	0.0845737496795
a28	0.251756140737	0.0605335542517	0.0332801384057	0.0544874142807	0.237892264499	0.101773127321	0.117368311521	0.142909039893
a31	0.209246600246	0.0608544077506	0.0427524784686	0.0635223430936	0.194104958166	0.109248501107	0.10007698384	0.220193723298
a20	0.143019816749	0.0727127009169	0.0609587891562	0.0821925993645	0.140143314389	0.101045577036	0.0856944026133	0.314232787766
a31	0.106589173916	0.076306373639	0.0693746080521	0.0878462297882	0.109721276463	0.0905426856787	0.0736026755378	0.386016982589
a3	0.0885207763053	0.0725913245463	0.0683643293507	0.0807850332627	0.0901592821543	0.0826639318929	0.0704795351793	0.44643578753
a31	0.0808744134351	0.0741365815154	0.0711759077836	0.0793764910876	0.0821282607181	0.080421695631	0.0699006850598	0.461985929177
a20	0.0790965904784	0.0754940671718	0.0739254805945	0.0801030203625	0.0805166085727	0.080132656877	0.0671657663533	0.463565769726
a31	0.0809111734928	0.0792211307239	0.0782318801982	0.0832669601208	0.0829254878576	0.083826148959	0.0693830801178	0.442234099909
</S>	0.0852446997464	0.082848057862	0.0823244350991	0.0865823300604	0.0879987589288	0.0894980344795	0.0772925650589	0.408211084954
